record_id,experiment_id,experiment_date,prepared_sample_id,field_sample_id,collection_timestamp,provider_codename,resource_name,primary_product,parameter_name,unit,observed_value,repl_no,qc_pass,note,analyst_email,analysis_type
(7e)368a,21.0,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,ash,% total weight,5.39,3,pass,uc combined protocol,,proximate
(7e)371b,5.0,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,ash,% total weight,7.38,3,pass,,xkang2@lbl.gov,proximate
(7e)3990,7.0,,150,75.0,2025-09-26 11:35:00,capstan,almond branches,almonds,moisture,% total weight,10.88,3,pass,,,proximate
(7e)3aaf,5.0,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,ash,% total weight,7.06,2,pass,,xkang2@lbl.gov,proximate
(7e)3bb4,5.0,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,volatile solids,% total weight,81.76,1,pass,,xkang2@lbl.gov,proximate
(7e)4412,5.0,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,volatile solids,% total weight,81.89,3,pass,,xkang2@lbl.gov,proximate
(7e)4470,5.0,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,moisture,% total weight,10.77,1,pass,,xkang2@lbl.gov,proximate
(7e)5050,21.0,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,ash,% total weight,5.66,1,pass,uc combined protocol,,proximate
(7e)5198,21.0,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,total solids,% total weight,89.13,2,pass,uc combined protocol,pass,proximate
(7e)54d9,7.0,,150,75.0,2025-09-26 11:35:00,capstan,almond branches,almonds,volatile solids,% total weight,86.04,3,pass,,,proximate
(7e)6ead,21.0,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,volatile solids,% total weight,5.25,1,pass,uc combined protocol,pass,proximate
(7e)7191,21.0,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,volatile solids,% total weight,5.28,2,pass,uc combined protocol,pass,proximate
(7e)7774,7.0,,150,75.0,2025-09-26 11:35:00,capstan,almond branches,almonds,total solids,% total weight,89.12,3,pass,,,proximate
(7e)800f,7.0,,150,75.0,2025-09-26 11:35:00,capstan,almond branches,almonds,ash,% total weight,3.11,2,pass,,,proximate
(7e)8288,5.0,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,moisture,% total weight,10.71,2,pass,,xkang2@lbl.gov,proximate
(7e)8720,5.0,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,volatile solids,% total weight,82.24,2,pass,,xkang2@lbl.gov,proximate
(7e)8aca,21.0,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,volatile solids,% total weight,4.96,3,pass,uc combined protocol,pass,proximate
(7e)9385,21.0,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,total solids,% total weight,89.65,3,pass,uc combined protocol,pass,proximate
(7e)938f,7.0,,150,75.0,2025-09-26 11:35:00,capstan,almond branches,almonds,ash,% total weight,3.14,1,pass,,,proximate
(7e)978b,7.0,,150,75.0,2025-09-26 11:35:00,capstan,almond branches,almonds,volatile solids,% total weight,85.9,2,pass,,,proximate
(7e)9cae,5.0,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,ash,% total weight,7.47,1,pass,,xkang2@lbl.gov,proximate
(7e)a2ad,21.0,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,moisture,% total weight,6.24,1,pass,uc combined protocol,,proximate
(7e)a6ff,7.0,,150,75.0,2025-09-26 11:35:00,capstan,almond branches,almonds,volatile solids,% total weight,85.98,1,pass,,,proximate
(7e)b35c,21.0,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,total solids,% total weight,89.09,1,pass,uc combined protocol,pass,proximate
(7e)b85b,5.0,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,total solids,% total weight,89.23,1,pass,,xkang2@lbl.gov,proximate
(7e)dcb0,5.0,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,total solids,% total weight,89.28,3,pass,,xkang2@lbl.gov,proximate
(7e)e58c,7.0,,150,75.0,2025-09-26 11:35:00,capstan,almond branches,almonds,total solids,% total weight,89.01,2,pass,,,proximate
(7e)e64d,7.0,,150,75.0,2025-09-26 11:35:00,capstan,almond branches,almonds,total solids,% total weight,89.12,1,pass,,,proximate
(7e)e7a4,21.0,,51,18.0,2024-11-21 16:10:00,tiny,almond shells and hulls mix,almonds,ash,% total weight,5.59,2,pass,uc combined protocol,,proximate
(82)0834,21.0,,57,20.0,2024-11-21 18:10:00,energetic,walnut shells,walnuts,volatile solids,% total weight,2.14,1,pass,uc combined protocol,fail,proximate
(82)5774,21.0,,57,20.0,2024-11-21 18:10:00,energetic,walnut shells,walnuts,total solids,% total weight,96.28,1,pass,uc combined protocol,fail,proximate
(82)7c2d,21.0,,57,20.0,2024-11-21 18:10:00,energetic,walnut shells,walnuts,total solids,% total weight,96.84,2,pass,uc combined protocol,fail,proximate
(82)bb4c,21.0,,57,20.0,2024-11-21 18:10:00,energetic,walnut shells,walnuts,total solids,% total weight,96.61,3,pass,uc combined protocol,fail,proximate
(82)bb5d,21.0,,57,20.0,2024-11-21 18:10:00,energetic,walnut shells,walnuts,volatile solids,% total weight,1.54,2,pass,uc combined protocol,fail,proximate
(82)ebbf,21.0,,57,20.0,2024-11-21 18:10:00,energetic,walnut shells,walnuts,volatile solids,% total weight,1.67,3,pass,uc combined protocol,fail,proximate
(85)3181,8.0,,247,104.0,2026-03-31 12:50:00,excellent,olive prunings,olives - processing,total solids,% total weight,82.58,1,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385661,pass,proximate
(85)4f9f,8.0,,247,104.0,2026-03-31 12:50:00,excellent,olive prunings,olives - processing,volatile solids,% total weight,79.54,1,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385664,pass,proximate
(85)6ad0,8.0,,247,104.0,2026-03-31 12:50:00,excellent,olive prunings,olives - processing,moisture,% total weight,15.32,3,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385657,pass,proximate
(85)7c9d,8.0,,247,104.0,2026-03-31 12:50:00,excellent,olive prunings,olives - processing,volatile solids,% total weight,81.44,3,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385666,pass,proximate
(85)a7d3,8.0,,247,104.0,2026-03-31 12:50:00,excellent,olive prunings,olives - processing,moisture,% total weight,17.42,1,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385655,pass,proximate
(85)b143,8.0,,247,104.0,2026-03-31 12:50:00,excellent,olive prunings,olives - processing,ash,% total weight,3.04,1,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385658,pass,proximate
(85)b1ce,8.0,,247,104.0,2026-03-31 12:50:00,excellent,olive prunings,olives - processing,ash,% total weight,3.21,2,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385659,pass,proximate
(85)b606,8.0,,247,104.0,2026-03-31 12:50:00,excellent,olive prunings,olives - processing,total solids,% total weight,84.68,3,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385663,pass,proximate
(85)bc99,8.0,,247,104.0,2026-03-31 12:50:00,excellent,olive prunings,olives - processing,total solids,% total weight,83.45,2,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385662,pass,proximate
(85)c5a9,8.0,,247,104.0,2026-03-31 12:50:00,excellent,olive prunings,olives - processing,moisture,% total weight,16.55,2,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385656,pass,proximate
(85)db24,8.0,,247,104.0,2026-03-31 12:50:00,excellent,olive prunings,olives - processing,volatile solids,% total weight,80.23,2,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385665,pass,proximate
(85)fc38,8.0,,247,104.0,2026-03-31 12:50:00,excellent,olive prunings,olives - processing,ash,% total weight,3.23,3,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385660,pass,proximate
(86)318b,7.0,,146,66.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,ash,% total weight,8.0,3,pass,,,proximate
(86)4c9a,7.0,,146,66.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,moisture,% total weight,12.27,2,pass,,,proximate
(86)521a,7.0,,146,66.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,total solids,% total weight,87.62,3,pass,,,proximate
(86)5338,7.0,,146,66.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,total solids,% total weight,87.73,2,pass,,,proximate
(86)7800,7.0,,146,66.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,moisture,% total weight,12.44,1,pass,,,proximate
(86)785f,7.0,,146,66.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,volatile solids,% total weight,79.02,1,pass,,,proximate
(86)7b7d,7.0,,146,66.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,volatile solids,% total weight,79.63,3,pass,,,proximate
(86)8657,7.0,,146,66.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,moisture,% total weight,12.38,3,pass,,,proximate
(86)c450,7.0,,146,66.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,ash,% total weight,8.71,2,pass,,,proximate
(86)de75,7.0,,146,66.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,volatile solids,% total weight,79.02,2,pass,,,proximate
(86)e04f,7.0,,146,66.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,total solids,% total weight,87.56,1,pass,,,proximate
(86)e114,7.0,,146,66.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,ash,% total weight,8.54,1,pass,,,proximate
(91)2d91,12.0,,158,87.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,ash,% total weight,8.15,1,pass,,,proximate
(91)643b,12.0,,158,87.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,moisture,% total weight,15.08,3,pass,,,proximate
(91)656a,12.0,,158,87.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,ash,% total weight,7.28,2,pass,,,proximate
(91)8117,12.0,,158,87.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,moisture,% total weight,15.19,1,pass,,,proximate
(91)82c3,12.0,,158,87.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,ash,% total weight,7.86,3,pass,,,proximate
(91)8ac1,12.0,,158,87.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,volatile solids,% total weight,76.66,1,pass,,,proximate
(91)a354,12.0,,158,87.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,moisture,% total weight,15.2,2,pass,,,proximate
(91)c400,12.0,,158,87.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,total solids,% total weight,84.92,3,pass,,,proximate
(91)c59b,12.0,,158,87.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,volatile solids,% total weight,77.52,2,pass,,,proximate
(91)d241,12.0,,158,87.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,total solids,% total weight,84.8,2,pass,,,proximate
(91)ed6c,12.0,,158,87.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,volatile solids,% total weight,77.06,3,pass,,,proximate
(91)f62b,12.0,,158,87.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,total solids,% total weight,84.81,1,pass,,,proximate
(96)0ed8,12.0,,151,80.0,2025-10-09 11:10:00,sextant,rice hulls,rice,moisture,% total weight,8.91,2,pass,,,proximate
(96)0f07,12.0,,151,80.0,2025-10-09 11:10:00,sextant,rice hulls,rice,total solids,% total weight,91.09,2,pass,,,proximate
(96)10cd,12.0,,151,80.0,2025-10-09 11:10:00,sextant,rice hulls,rice,ash,% total weight,19.48,3,pass,,,proximate
(96)1858,12.0,,151,80.0,2025-10-09 11:10:00,sextant,rice hulls,rice,total solids,% total weight,91.08,3,pass,,,proximate
(96)367a,12.0,,151,80.0,2025-10-09 11:10:00,sextant,rice hulls,rice,volatile solids,% total weight,71.78,1,pass,,,proximate
(96)4217,12.0,,151,80.0,2025-10-09 11:10:00,sextant,rice hulls,rice,moisture,% total weight,8.92,3,pass,,,proximate
(96)4c68,12.0,,151,80.0,2025-10-09 11:10:00,sextant,rice hulls,rice,moisture,% total weight,8.98,1,pass,,,proximate
(96)7e58,12.0,,151,80.0,2025-10-09 11:10:00,sextant,rice hulls,rice,volatile solids,% total weight,71.61,3,pass,,,proximate
(96)80be,12.0,,151,80.0,2025-10-09 11:10:00,sextant,rice hulls,rice,ash,% total weight,19.23,2,pass,,,proximate
(96)9557,12.0,,151,80.0,2025-10-09 11:10:00,sextant,rice hulls,rice,total solids,% total weight,91.02,1,pass,,,proximate
(96)cb75,12.0,,151,80.0,2025-10-09 11:10:00,sextant,rice hulls,rice,ash,% total weight,19.24,1,pass,,,proximate
(96)f2b9,12.0,,151,80.0,2025-10-09 11:10:00,sextant,rice hulls,rice,volatile solids,% total weight,71.86,2,pass,,,proximate
(a0)0798,24.0,,72,26.0,2024-12-16 00:00:00,humorous,almond branches,almonds,total solids,% total weight,81.79,3,pass,,xkang2@lbl.gov,proximate
(a0)165b,24.0,,72,26.0,2024-12-16 00:00:00,humorous,almond branches,almonds,volatile solids,% total weight,79.48,3,pass,,xkang2@lbl.gov,proximate
(a0)31cc,24.0,,72,26.0,2024-12-16 00:00:00,humorous,almond branches,almonds,volatile solids,% total weight,79.28,2,pass,,xkang2@lbl.gov,proximate
(a0)3630,24.0,,72,26.0,2024-12-16 00:00:00,humorous,almond branches,almonds,total solids,% total weight,81.75,2,pass,,xkang2@lbl.gov,proximate
(a0)5eca,24.0,,72,26.0,2024-12-16 00:00:00,humorous,almond branches,almonds,moisture,% total weight,18.25,2,pass,,xkang2@lbl.gov,proximate
(a0)76dd,24.0,,72,26.0,2024-12-16 00:00:00,humorous,almond branches,almonds,moisture,% total weight,18.21,3,pass,,xkang2@lbl.gov,proximate
(a0)8a8a,24.0,,72,26.0,2024-12-16 00:00:00,humorous,almond branches,almonds,total solids,% total weight,81.87,1,pass,,xkang2@lbl.gov,proximate
(a0)a8a6,24.0,,72,26.0,2024-12-16 00:00:00,humorous,almond branches,almonds,ash,% total weight,2.47,2,pass,,xkang2@lbl.gov,proximate
(a0)c2b6,24.0,,72,26.0,2024-12-16 00:00:00,humorous,almond branches,almonds,ash,% total weight,2.31,3,pass,,xkang2@lbl.gov,proximate
(a0)e490,24.0,,72,26.0,2024-12-16 00:00:00,humorous,almond branches,almonds,moisture,% total weight,18.13,1,pass,,xkang2@lbl.gov,proximate
(a0)e8de,24.0,,72,26.0,2024-12-16 00:00:00,humorous,almond branches,almonds,volatile solids,% total weight,79.3,1,pass,,xkang2@lbl.gov,proximate
(a0)fa1a,24.0,,72,26.0,2024-12-16 00:00:00,humorous,almond branches,almonds,ash,% total weight,2.58,1,pass,,xkang2@lbl.gov,proximate
(a2)0fb0,7.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,total solids,% total weight,88.67,3,pass,,,proximate
(a2)1666,7.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,total solids,% total weight,88.85,1,pass,,,proximate
(a2)2ca5,7.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,moisture,% total weight,11.33,3,pass,,,proximate
(a2)4a98,7.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,moisture,% total weight,11.15,1,pass,,,proximate
(a2)4d15,7.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,ash,% total weight,4.33,2,pass,,,proximate
(a2)506b,7.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,volatile solids,% total weight,84.36,3,pass,,,proximate
(a2)5599,7.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,volatile solids,% total weight,84.34,2,pass,,,proximate
(a2)67e3,7.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,ash,% total weight,4.31,3,pass,,,proximate
(a2)83ca,7.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,ash,% total weight,5.08,1,pass,,,proximate
(a2)9df4,7.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,volatile solids,% total weight,83.78,1,pass,,,proximate
(a2)acce,7.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,total solids,% total weight,88.67,2,pass,,,proximate
(a2)e9ba,7.0,,143,72.0,2025-09-19 11:05:00,tiny,almond shells,almonds,moisture,% total weight,11.33,2,pass,,,proximate
(a4)0127,12.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,volatile solids,% total weight,81.73,2,pass,,,proximate
(a4)1475,12.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,moisture,% total weight,5.88,2,pass,,,proximate
(a4)1e14,12.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,moisture,% total weight,6.02,1,pass,,,proximate
(a4)2aac,12.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,ash,% total weight,14.85,3,pass,,,proximate
(a4)7680,12.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,total solids,% total weight,93.98,1,pass,,,proximate
(a4)8c15,12.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,ash,% total weight,12.49,1,pass,,,proximate
(a4)b94a,12.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,total solids,% total weight,94.12,2,pass,,,proximate
(a4)be52,12.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,moisture,% total weight,5.8,3,pass,,,proximate
(a4)ce9f,12.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,ash,% total weight,12.39,2,pass,,,proximate
(a4)d8c4,12.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,total solids,% total weight,94.2,3,pass,,,proximate
(a4)ea8e,12.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,volatile solids,% total weight,81.48,1,pass,,,proximate
(a4)faf6,12.0,,159,88.0,2025-10-23 10:30:00,schooner,cotton stem mix,cotton,volatile solids,% total weight,79.35,3,pass,,,proximate
(a5)0f27,7.0,,162,69.0,2025-09-16 09:30:00,humorous,almond shells,almonds,moisture,% total weight,9.07,2,pass,,,proximate
(a5)14af,7.0,,162,69.0,2025-09-16 09:30:00,humorous,almond shells,almonds,moisture,% total weight,9.19,1,pass,,,proximate
(a5)3f2a,7.0,,162,69.0,2025-09-16 09:30:00,humorous,almond shells,almonds,total solids,% total weight,90.96,3,pass,,,proximate
(a5)6033,7.0,,162,69.0,2025-09-16 09:30:00,humorous,almond shells,almonds,volatile solids,% total weight,84.6,2,pass,,,proximate
(a5)69b3,7.0,,162,69.0,2025-09-16 09:30:00,humorous,almond shells,almonds,ash,% total weight,7.62,1,pass,,,proximate
(a5)8dfa,7.0,,162,69.0,2025-09-16 09:30:00,humorous,almond shells,almonds,ash,% total weight,6.69,3,pass,,,proximate
(a5)9969,7.0,,162,69.0,2025-09-16 09:30:00,humorous,almond shells,almonds,volatile solids,% total weight,84.27,3,pass,,,proximate
(a5)bf23,7.0,,162,69.0,2025-09-16 09:30:00,humorous,almond shells,almonds,total solids,% total weight,90.81,1,pass,,,proximate
(a5)c3d4,7.0,,162,69.0,2025-09-16 09:30:00,humorous,almond shells,almonds,ash,% total weight,6.33,2,pass,,,proximate
(a5)c7b6,7.0,,162,69.0,2025-09-16 09:30:00,humorous,almond shells,almonds,volatile solids,% total weight,83.19,1,pass,,,proximate
(a5)cff8,7.0,,162,69.0,2025-09-16 09:30:00,humorous,almond shells,almonds,total solids,% total weight,90.93,2,pass,,,proximate
(a5)d80a,7.0,,162,69.0,2025-09-16 09:30:00,humorous,almond shells,almonds,moisture,% total weight,9.04,3,pass,,,proximate
(a8)011a,7.0,,161,68.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,moisture,% total weight,14.31,3,pass,,,proximate
(a8)19a3,7.0,,161,68.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,volatile solids,% total weight,76.57,2,pass,,,proximate
(a8)1b90,7.0,,161,68.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,ash,% total weight,10.03,1,pass,,,proximate
(a8)28fb,7.0,,161,68.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,moisture,% total weight,14.24,2,pass,,,proximate
(a8)4564,7.0,,161,68.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,volatile solids,% total weight,76.57,3,pass,,,proximate
(a8)5bb6,7.0,,161,68.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,volatile solids,% total weight,75.74,1,pass,,,proximate
(a8)a78c,7.0,,161,68.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,total solids,% total weight,85.76,2,pass,,,proximate
(a8)a93a,7.0,,161,68.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,moisture,% total weight,14.23,1,pass,,,proximate
(a8)ad0d,7.0,,161,68.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,ash,% total weight,9.12,3,pass,,,proximate
(a8)bae7,7.0,,161,68.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,ash,% total weight,9.19,2,pass,,,proximate
(a8)c977,7.0,,161,68.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,total solids,% total weight,85.77,1,pass,,,proximate
(a8)f819,7.0,,161,68.0,2025-09-16 09:30:00,humorous,almond hulls,almonds,total solids,% total weight,85.69,3,pass,,,proximate
(aa)00dd,8.0,,238,102.0,2026-03-10 15:20:00,badger,walnut tree sticks,walnuts,moisture,% total weight,38.91,3,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385633,pass,proximate
(aa)1828,8.0,,238,102.0,2026-03-10 15:20:00,badger,walnut tree sticks,walnuts,total solids,% total weight,62.6,1,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385637,pass,proximate
(aa)1d11,10.0,,141,61.0,2025-09-03 08:55:00,stuntman,pistachio shells,pistachios,moisture,% total weight,15.55,1,pass,,,proximate
(aa)1e46,10.0,,141,61.0,2025-09-03 08:55:00,stuntman,pistachio shells,pistachios,volatile solids,% total weight,82.26,3,pass,,,proximate
(aa)4721,10.0,,141,61.0,2025-09-03 08:55:00,stuntman,pistachio shells,pistachios,ash,% total weight,2.25,1,pass,,,proximate
(aa)4e50,8.0,,238,102.0,2026-03-10 15:20:00,badger,walnut tree sticks,walnuts,volatile solids,% total weight,59.52,3,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385642,pass,proximate
(aa)4ea9,10.0,,141,61.0,2025-09-03 08:55:00,stuntman,pistachio shells,pistachios,volatile solids,% total weight,82.32,2,pass,,,proximate
(aa)503d,8.0,,238,102.0,2026-03-10 15:20:00,badger,walnut tree sticks,walnuts,total solids,% total weight,61.09,3,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385639,pass,proximate
(aa)565e,8.0,,238,102.0,2026-03-10 15:20:00,badger,walnut tree sticks,walnuts,volatile solids,% total weight,60.59,1,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385640,pass,proximate
(aa)697a,8.0,,238,102.0,2026-03-10 15:20:00,badger,walnut tree sticks,walnuts,ash,% total weight,1.9,2,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385635,pass,proximate
(aa)73c7,10.0,,141,61.0,2025-09-03 08:55:00,stuntman,pistachio shells,pistachios,volatile solids,% total weight,82.2,1,pass,,,proximate
(aa)7741,8.0,,238,102.0,2026-03-10 15:20:00,badger,walnut tree sticks,walnuts,ash,% total weight,2.01,1,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385634,pass,proximate
(aa)843f,10.0,,141,61.0,2025-09-03 08:55:00,stuntman,pistachio shells,pistachios,total solids,% total weight,84.45,1,pass,,,proximate
(aa)956d,10.0,,141,61.0,2025-09-03 08:55:00,stuntman,pistachio shells,pistachios,total solids,% total weight,84.12,3,pass,,,proximate
(aa)9822,8.0,,238,102.0,2026-03-10 15:20:00,badger,walnut tree sticks,walnuts,volatile solids,% total weight,58.65,2,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385641,pass,proximate
(aa)9cf5,8.0,,238,102.0,2026-03-10 15:20:00,badger,walnut tree sticks,walnuts,ash,% total weight,1.58,3,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385636,pass,proximate
(aa)a789,10.0,,141,61.0,2025-09-03 08:55:00,stuntman,pistachio shells,pistachios,moisture,% total weight,15.88,3,pass,,,proximate
(aa)be82,10.0,,141,61.0,2025-09-03 08:55:00,stuntman,pistachio shells,pistachios,total solids,% total weight,84.02,2,pass,,,proximate
(aa)d3c0,10.0,,141,61.0,2025-09-03 08:55:00,stuntman,pistachio shells,pistachios,ash,% total weight,1.85,3,pass,,,proximate
(aa)f1e8,8.0,,238,102.0,2026-03-10 15:20:00,badger,walnut tree sticks,walnuts,moisture,% total weight,39.45,2,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385632,pass,proximate
(aa)f2a6,10.0,,141,61.0,2025-09-03 08:55:00,stuntman,pistachio shells,pistachios,moisture,% total weight,15.98,2,pass,,,proximate
(aa)f74a,10.0,,141,61.0,2025-09-03 08:55:00,stuntman,pistachio shells,pistachios,ash,% total weight,1.69,2,pass,,,proximate
(aa)f885,8.0,,238,102.0,2026-03-10 15:20:00,badger,walnut tree sticks,walnuts,total solids,% total weight,60.55,2,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385638,pass,proximate
(aa)fbcb,8.0,,238,102.0,2026-03-10 15:20:00,badger,walnut tree sticks,walnuts,moisture,% total weight,37.4,1,pass,https://docs.google.com/spreadsheets/d/1ykp27j5lk8jvpdiqe22cwh0q96yxoli8/edit?gid=1790385619#gid=1790385631,pass,proximate
