resource_name,analysis_type,parameter_name,unit,observed_value,record_id,qc_pass,note,analyst_name,analyst_email,created_at,provider_codename,sample_date
grape pomace,proximate,total solids,% total weight,48.14,(d0)2b08,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
walnut tree sticks,proximate,ash,% total weight,2.75,(d0)4f8b,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354438,,pass,2026-07-08 03:54:12.530227,badger,2026-07-08 03:54:12.530227
grape pomace,proximate,volatile solids,% total weight,46.75,(d0)58a2,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape pomace,proximate,ash,% total weight,2.78,(d0)618a,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape pomace,proximate,ash,% total weight,1.85,(d0)6928,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
walnut tree sticks,proximate,ash,% total weight,2.61,(d0)6f72,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354437,,pass,2026-07-08 03:54:12.530227,badger,2026-07-08 03:54:12.530227
walnut tree sticks,proximate,volatile solids,% total weight,59.87,(d0)78a2,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354462,,pass,2026-07-08 03:54:12.530227,badger,2026-07-08 03:54:12.530227
grape pomace,proximate,volatile solids,% total weight,46.62,(d0)84cc,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
walnut tree sticks,proximate,moisture,% total weight,37.38,(d0)9372,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354426,,pass,2026-07-08 03:54:12.530227,badger,2026-07-08 03:54:12.530227
grape pomace,proximate,moisture,% total weight,51.86,(d0)93ea,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
walnut tree sticks,proximate,total solids,% total weight,62.38,(d0)9423,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354451,,pass,2026-07-08 03:54:12.530227,badger,2026-07-08 03:54:12.530227
grape pomace,proximate,moisture,% total weight,51.4,(d0)95a6,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape pomace,proximate,moisture,% total weight,47.95,(d0)afc7,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape pomace,proximate,total solids,% total weight,48.6,(d0)b82a,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape pomace,proximate,ash,% total weight,1.52,(d0)c43e,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
walnut tree sticks,proximate,total solids,% total weight,59.68,(d0)ccf4,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354449,,pass,2026-07-08 03:54:12.530227,badger,2026-07-08 03:54:12.530227
grape pomace,proximate,volatile solids,% total weight,49.27,(d0)cf11,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
walnut tree sticks,proximate,total solids,% total weight,62.62,(d0)d325,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354450,,pass,2026-07-08 03:54:12.530227,badger,2026-07-08 03:54:12.530227
walnut tree sticks,proximate,volatile solids,% total weight,57.07,(d0)e8f8,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354461,,pass,2026-07-08 03:54:12.530227,badger,2026-07-08 03:54:12.530227
grape pomace,proximate,total solids,% total weight,52.05,(d0)eae5,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
walnut tree sticks,proximate,volatile solids,% total weight,59.68,(d0)eb1f,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354463,,pass,2026-07-08 03:54:12.530227,badger,2026-07-08 03:54:12.530227
walnut tree sticks,proximate,moisture,% total weight,40.32,(d0)f364,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354425,,pass,2026-07-08 03:54:12.530227,badger,2026-07-08 03:54:12.530227
walnut tree sticks,proximate,moisture,% total weight,37.62,(d0)fe39,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354427,,pass,2026-07-08 03:54:12.530227,badger,2026-07-08 03:54:12.530227
spent yeast,proximate,moisture,% total weight,58.87,(d2)032d,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,maplewood,2026-07-08 03:54:12.530227
tomato pomace,proximate,total solids,% total weight,49.22,(d2)0450,pass,,,,2026-07-08 03:54:12.530227,gossamer,2026-07-08 03:54:12.530227
spent yeast,proximate,volatile solids,% total weight,30.44,(d2)0e21,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,maplewood,2026-07-08 03:54:12.530227
tomato pomace,proximate,volatile solids,% total weight,47.85,(d2)16b1,pass,,,,2026-07-08 03:54:12.530227,gossamer,2026-07-08 03:54:12.530227
tomato pomace,proximate,volatile solids,% total weight,47.79,(d2)225e,pass,,,,2026-07-08 03:54:12.530227,gossamer,2026-07-08 03:54:12.530227
tomato pomace,proximate,moisture,% total weight,50.48,(d2)2413,pass,,,,2026-07-08 03:54:12.530227,gossamer,2026-07-08 03:54:12.530227
tomato pomace,proximate,moisture,% total weight,50.78,(d2)272c,pass,,,,2026-07-08 03:54:12.530227,gossamer,2026-07-08 03:54:12.530227
spent yeast,proximate,total solids,% total weight,41.0,(d2)3cb3,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,maplewood,2026-07-08 03:54:12.530227
spent yeast,proximate,moisture,% total weight,59.0,(d2)5b08,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,maplewood,2026-07-08 03:54:12.530227
tomato pomace,proximate,ash,% total weight,1.35,(d2)6530,pass,,,,2026-07-08 03:54:12.530227,gossamer,2026-07-08 03:54:12.530227
tomato pomace,proximate,total solids,% total weight,49.17,(d2)7baf,pass,,,,2026-07-08 03:54:12.530227,gossamer,2026-07-08 03:54:12.530227
spent yeast,proximate,ash,% total weight,10.37,(d2)7df7,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,maplewood,2026-07-08 03:54:12.530227
spent yeast,proximate,total solids,% total weight,41.13,(d2)80fc,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,maplewood,2026-07-08 03:54:12.530227
spent yeast,proximate,total solids,% total weight,40.81,(d2)8f44,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,maplewood,2026-07-08 03:54:12.530227
tomato pomace,proximate,ash,% total weight,1.38,(d2)96cd,pass,,,,2026-07-08 03:54:12.530227,gossamer,2026-07-08 03:54:12.530227
spent yeast,proximate,ash,% total weight,9.81,(d2)a988,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,maplewood,2026-07-08 03:54:12.530227
spent yeast,proximate,volatile solids,% total weight,31.2,(d2)b4e2,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,maplewood,2026-07-08 03:54:12.530227
tomato pomace,proximate,volatile solids,% total weight,48.17,(d2)bd25,pass,,,,2026-07-08 03:54:12.530227,gossamer,2026-07-08 03:54:12.530227
spent yeast,proximate,ash,% total weight,9.73,(d2)bfe9,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,maplewood,2026-07-08 03:54:12.530227
tomato pomace,proximate,total solids,% total weight,49.52,(d2)d40c,pass,,,,2026-07-08 03:54:12.530227,gossamer,2026-07-08 03:54:12.530227
spent yeast,proximate,moisture,% total weight,59.19,(d2)dc17,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,maplewood,2026-07-08 03:54:12.530227
tomato pomace,proximate,ash,% total weight,1.37,(d2)e469,pass,,,,2026-07-08 03:54:12.530227,gossamer,2026-07-08 03:54:12.530227
spent yeast,proximate,volatile solids,% total weight,31.4,(d2)ea45,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,maplewood,2026-07-08 03:54:12.530227
tomato pomace,proximate,moisture,% total weight,50.83,(d2)ec13,pass,,,,2026-07-08 03:54:12.530227,gossamer,2026-07-08 03:54:12.530227
sargassum,proximate,volatile solids,% total weight,10.44,(d9)3bd6,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,hairpin,2026-07-08 03:54:12.530227
sargassum,proximate,ash,% total weight,8.71,(d9)4098,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,hairpin,2026-07-08 03:54:12.530227
sargassum,proximate,moisture,% total weight,79.79,(d9)5c9f,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,hairpin,2026-07-08 03:54:12.530227
sargassum,proximate,total solids,% total weight,20.21,(d9)6b1f,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,hairpin,2026-07-08 03:54:12.530227
sargassum,proximate,total solids,% total weight,19.15,(d9)8120,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,hairpin,2026-07-08 03:54:12.530227
sargassum,proximate,volatile solids,% total weight,10.77,(d9)a817,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,hairpin,2026-07-08 03:54:12.530227
sargassum,proximate,ash,% total weight,8.11,(d9)ad79,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,hairpin,2026-07-08 03:54:12.530227
sargassum,proximate,volatile solids,% total weight,9.75,(d9)b18a,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,hairpin,2026-07-08 03:54:12.530227
sargassum,proximate,moisture,% total weight,82.14,(d9)b75c,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,hairpin,2026-07-08 03:54:12.530227
sargassum,proximate,moisture,% total weight,80.85,(d9)bcd7,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,hairpin,2026-07-08 03:54:12.530227
sargassum,proximate,total solids,% total weight,17.86,(d9)cef0,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,hairpin,2026-07-08 03:54:12.530227
sargassum,proximate,ash,% total weight,9.44,(d9)d83b,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,hairpin,2026-07-08 03:54:12.530227
pistachio shells,proximate,total solids,% total weight,91.23,(da)026e,pass,,,,2026-07-08 03:54:12.530227,tripod,2026-07-08 03:54:12.530227
wheat straw,proximate,moisture,% total weight,5.68,(da)0ac2,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,wardrobe,2026-07-08 03:54:12.530227
pistachio shells,proximate,total solids,% total weight,91.24,(da)0c37,pass,,,,2026-07-08 03:54:12.530227,tripod,2026-07-08 03:54:12.530227
wheat straw,proximate,volatile solids,% total weight,83.02,(da)1ee5,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,wardrobe,2026-07-08 03:54:12.530227
pistachio shells,proximate,ash,% total weight,0.66,(da)2c9e,pass,,,,2026-07-08 03:54:12.530227,tripod,2026-07-08 03:54:12.530227
wheat straw,proximate,ash,% total weight,11.31,(da)49d3,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,wardrobe,2026-07-08 03:54:12.530227
pistachio shells,proximate,moisture,% total weight,8.74,(da)55c3,pass,,,,2026-07-08 03:54:12.530227,tripod,2026-07-08 03:54:12.530227
pistachio shells,proximate,moisture,% total weight,8.77,(da)5933,pass,,,,2026-07-08 03:54:12.530227,tripod,2026-07-08 03:54:12.530227
wheat straw,proximate,volatile solids,% total weight,82.85,(da)5b54,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,wardrobe,2026-07-08 03:54:12.530227
wheat straw,proximate,total solids,% total weight,94.12,(da)62b6,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,wardrobe,2026-07-08 03:54:12.530227
wheat straw,proximate,moisture,% total weight,5.31,(da)66a0,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,wardrobe,2026-07-08 03:54:12.530227
pistachio shells,proximate,moisture,% total weight,8.76,(da)6c4d,pass,,,,2026-07-08 03:54:12.530227,tripod,2026-07-08 03:54:12.530227
wheat straw,proximate,ash,% total weight,11.27,(da)74a7,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,wardrobe,2026-07-08 03:54:12.530227
wheat straw,proximate,total solids,% total weight,94.32,(da)798b,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,wardrobe,2026-07-08 03:54:12.530227
pistachio shells,proximate,total solids,% total weight,91.26,(da)8740,pass,,,,2026-07-08 03:54:12.530227,tripod,2026-07-08 03:54:12.530227
pistachio shells,proximate,ash,% total weight,0.76,(da)8a0c,pass,,,,2026-07-08 03:54:12.530227,tripod,2026-07-08 03:54:12.530227
pistachio shells,proximate,volatile solids,% total weight,90.57,(da)98c5,pass,,,,2026-07-08 03:54:12.530227,tripod,2026-07-08 03:54:12.530227
pistachio shells,proximate,volatile solids,% total weight,90.6,(da)9dea,pass,,,,2026-07-08 03:54:12.530227,tripod,2026-07-08 03:54:12.530227
pistachio shells,proximate,ash,% total weight,0.66,(da)a93d,pass,,,,2026-07-08 03:54:12.530227,tripod,2026-07-08 03:54:12.530227
pistachio shells,proximate,volatile solids,% total weight,90.48,(da)a9c1,pass,,,,2026-07-08 03:54:12.530227,tripod,2026-07-08 03:54:12.530227
wheat straw,proximate,volatile solids,% total weight,85.97,(da)b8d0,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,wardrobe,2026-07-08 03:54:12.530227
wheat straw,proximate,moisture,% total weight,5.88,(da)ec02,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,wardrobe,2026-07-08 03:54:12.530227
wheat straw,proximate,total solids,% total weight,94.69,(da)f61e,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,wardrobe,2026-07-08 03:54:12.530227
wheat straw,proximate,ash,% total weight,8.72,(da)fa91,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,wardrobe,2026-07-08 03:54:12.530227
grape stem,proximate,total solids,% total weight,32.08,(e0)0642,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape stem,proximate,total solids,% total weight,33.3,(e0)06aa,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape stem,proximate,moisture,% total weight,68.17,(e0)0a0c,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape stem,proximate,total solids,% total weight,31.83,(e0)27b3,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape stem,proximate,volatile solids,% total weight,29.57,(e0)39a1,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape stem,proximate,ash,% total weight,1.87,(e0)4395,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape stem,proximate,moisture,% total weight,67.92,(e0)587b,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape stem,proximate,volatile solids,% total weight,30.9,(e0)5baa,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape stem,proximate,ash,% total weight,2.51,(e0)5f5a,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape stem,proximate,volatile solids,% total weight,29.96,(e0)7904,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape stem,proximate,ash,% total weight,2.41,(e0)a10d,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape stem,proximate,moisture,% total weight,66.7,(e0)de95,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
sargassum,proximate,volatile solids,% total weight,54.14,(e5)009c,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,hairpin,2026-07-08 03:54:12.530227
sargassum,proximate,volatile solids,% total weight,53.39,(e5)1ded,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,hairpin,2026-07-08 03:54:12.530227
sargassum,proximate,moisture,% total weight,14.1,(e5)1fdb,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,hairpin,2026-07-08 03:54:12.530227
sargassum,proximate,total solids,% total weight,87.04,(e5)3ccb,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,hairpin,2026-07-08 03:54:12.530227
sargassum,proximate,moisture,% total weight,15.42,(e5)4838,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,hairpin,2026-07-08 03:54:12.530227
sargassum,proximate,total solids,% total weight,84.58,(e5)4897,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,hairpin,2026-07-08 03:54:12.530227
sargassum,proximate,volatile solids,% total weight,53.7,(e5)60d4,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,hairpin,2026-07-08 03:54:12.530227
sargassum,proximate,ash,% total weight,31.76,(e5)77df,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,hairpin,2026-07-08 03:54:12.530227
sargassum,proximate,total solids,% total weight,85.9,(e5)7b63,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,hairpin,2026-07-08 03:54:12.530227
sargassum,proximate,moisture,% total weight,12.96,(e5)9406,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,hairpin,2026-07-08 03:54:12.530227
sargassum,proximate,ash,% total weight,33.65,(e5)e6bf,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,hairpin,2026-07-08 03:54:12.530227
sargassum,proximate,ash,% total weight,30.88,(e5)ef1b,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,hairpin,2026-07-08 03:54:12.530227
walnut hulls,proximate,total solids,% total weight,28.39,(e7)43ff,pass,uc combined protocol,,fail,2026-07-08 03:54:12.530227,energetic,2026-07-08 03:54:12.530227
walnut hulls,proximate,total solids,% total weight,33.74,(e7)4b6e,pass,uc combined protocol,,fail,2026-07-08 03:54:12.530227,energetic,2026-07-08 03:54:12.530227
walnut hulls,proximate,volatile solids,% total weight,27.76,(e7)8540,pass,uc combined protocol,,fail,2026-07-08 03:54:12.530227,energetic,2026-07-08 03:54:12.530227
walnut hulls,proximate,total solids,% total weight,39.7,(e7)86e3,pass,uc combined protocol,,fail,2026-07-08 03:54:12.530227,energetic,2026-07-08 03:54:12.530227
walnut hulls,proximate,volatile solids,% total weight,25.67,(e7)97be,pass,uc combined protocol,,fail,2026-07-08 03:54:12.530227,energetic,2026-07-08 03:54:12.530227
walnut hulls,proximate,volatile solids,% total weight,29.54,(e7)fade,pass,uc combined protocol,,fail,2026-07-08 03:54:12.530227,energetic,2026-07-08 03:54:12.530227
spent yeast,proximate,total solids,% total weight,63.12,(e8)0406,pass,uc combined protocol,,pass,2026-07-08 03:54:12.530227,maplewood,2026-07-08 03:54:12.530227
spent yeast,proximate,volatile solids,% total weight,19.53,(e8)1aef,pass,uc combined protocol,,pass,2026-07-08 03:54:12.530227,maplewood,2026-07-08 03:54:12.530227
spent yeast,proximate,ash,% total weight,23.01,(e8)3339,pass,uc combined protocol,,pass,2026-07-08 03:54:12.530227,maplewood,2026-07-08 03:54:12.530227
spent yeast,proximate,volatile solids,% total weight,19.54,(e8)5061,pass,uc combined protocol,,pass,2026-07-08 03:54:12.530227,maplewood,2026-07-08 03:54:12.530227
spent yeast,proximate,volatile solids,% total weight,13.87,(e8)7f66,pass,uc combined protocol,,pass,2026-07-08 03:54:12.530227,maplewood,2026-07-08 03:54:12.530227
spent yeast,proximate,ash,% total weight,24.46,(e8)82bd,pass,uc combined protocol,,pass,2026-07-08 03:54:12.530227,maplewood,2026-07-08 03:54:12.530227
spent yeast,proximate,moisture,% total weight,1.57,(e8)9f94,pass,uc combined protocol,,,2026-07-08 03:54:12.530227,maplewood,2026-07-08 03:54:12.530227
spent yeast,proximate,total solids,% total weight,56.0,(e8)a921,pass,uc combined protocol,,pass,2026-07-08 03:54:12.530227,maplewood,2026-07-08 03:54:12.530227
spent yeast,proximate,ash,% total weight,24.51,(e8)cd70,pass,uc combined protocol,,pass,2026-07-08 03:54:12.530227,maplewood,2026-07-08 03:54:12.530227
spent yeast,proximate,total solids,% total weight,55.95,(e8)da18,pass,uc combined protocol,,pass,2026-07-08 03:54:12.530227,maplewood,2026-07-08 03:54:12.530227
grape vines,proximate,ash,% total weight,2.43,(eb)1bdd,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354443,,pass,2026-07-08 03:54:12.530227,boatswain,2026-07-08 03:54:12.530227
grape vines,proximate,moisture,% total weight,46.27,(eb)29ca,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354433,,pass,2026-07-08 03:54:12.530227,boatswain,2026-07-08 03:54:12.530227
grape vines,proximate,moisture,% total weight,47.52,(eb)34ec,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354431,,pass,2026-07-08 03:54:12.530227,boatswain,2026-07-08 03:54:12.530227
grape vines,proximate,ash,% total weight,2.44,(eb)3b38,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354445,,pass,2026-07-08 03:54:12.530227,boatswain,2026-07-08 03:54:12.530227
grape vines,proximate,total solids,% total weight,50.17,(eb)3e95,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354456,,pass,2026-07-08 03:54:12.530227,boatswain,2026-07-08 03:54:12.530227
grape vines,proximate,ash,% total weight,2.33,(eb)419c,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354444,,pass,2026-07-08 03:54:12.530227,boatswain,2026-07-08 03:54:12.530227
grape vines,proximate,total solids,% total weight,53.73,(eb)6e5e,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354457,,pass,2026-07-08 03:54:12.530227,boatswain,2026-07-08 03:54:12.530227
grape vines,proximate,volatile solids,% total weight,51.29,(eb)8d0e,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354469,,pass,2026-07-08 03:54:12.530227,boatswain,2026-07-08 03:54:12.530227
grape vines,proximate,total solids,% total weight,52.48,(eb)b8a2,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354455,,pass,2026-07-08 03:54:12.530227,boatswain,2026-07-08 03:54:12.530227
grape vines,proximate,volatile solids,% total weight,47.85,(eb)bef9,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354468,,pass,2026-07-08 03:54:12.530227,boatswain,2026-07-08 03:54:12.530227
grape vines,proximate,volatile solids,% total weight,50.05,(eb)deb0,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354467,,pass,2026-07-08 03:54:12.530227,boatswain,2026-07-08 03:54:12.530227
grape vines,proximate,moisture,% total weight,49.83,(eb)f65a,pass,https://docs.google.com/spreadsheets/d/1elqjbsy8pjasg8mwkhlqgbdzldr34wem/edit?gid=396354422#gid=396354432,,pass,2026-07-08 03:54:12.530227,boatswain,2026-07-08 03:54:12.530227
grape pomace,proximate,total solids,% total weight,44.91,(ec)2264,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape pomace,proximate,volatile solids,% total weight,41.52,(ec)2807,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape pomace,proximate,ash,% total weight,3.46,(ec)306a,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape pomace,proximate,ash,% total weight,3.39,(ec)3778,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape pomace,proximate,volatile solids,% total weight,43.98,(ec)5fe0,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape pomace,proximate,volatile solids,% total weight,42.45,(ec)6581,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape pomace,proximate,ash,% total weight,2.83,(ec)6752,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape pomace,proximate,total solids,% total weight,45.9,(ec)9166,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape pomace,proximate,total solids,% total weight,46.81,(ec)9c57,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape pomace,proximate,moisture,% total weight,53.19,(ec)bb5f,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape pomace,proximate,moisture,% total weight,55.09,(ec)c401,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
grape pomace,proximate,moisture,% total weight,54.1,(ec)c8dc,pass,,,,2026-07-08 03:54:12.530227,rigging,2026-07-08 03:54:12.530227
alfalfa,proximate,total solids,% total weight,90.51,(ed)0175,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,possessive,2026-07-08 03:54:12.530227
alfalfa,proximate,ash,% total weight,6.67,(ed)16e1,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,possessive,2026-07-08 03:54:12.530227
alfalfa,proximate,moisture,% total weight,9.49,(ed)506d,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,possessive,2026-07-08 03:54:12.530227
alfalfa,proximate,ash,% total weight,7.12,(ed)5629,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,possessive,2026-07-08 03:54:12.530227
alfalfa,proximate,moisture,% total weight,10.24,(ed)6456,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,possessive,2026-07-08 03:54:12.530227
alfalfa,proximate,volatile solids,% total weight,82.35,(ed)8621,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,possessive,2026-07-08 03:54:12.530227
alfalfa,proximate,volatile solids,% total weight,83.09,(ed)b558,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,possessive,2026-07-08 03:54:12.530227
alfalfa,proximate,total solids,% total weight,89.76,(ed)b883,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,possessive,2026-07-08 03:54:12.530227
alfalfa,proximate,moisture,% total weight,10.53,(ed)d54a,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,possessive,2026-07-08 03:54:12.530227
alfalfa,proximate,total solids,% total weight,89.47,(ed)e911,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,possessive,2026-07-08 03:54:12.530227
tomato pomace,proximate,moisture,% total weight,70.81,(f1)1171,pass,,,,2026-07-08 03:54:12.530227,oakleaf,2026-07-08 03:54:12.530227
