resource_name,parameter_name,unit,observed_value,record_id,qc_pass,note,analyst_name,analyst_email,created_at,provider_codename,sample_date
almond branches,lignin,% dry weight,38.36,(4c)705c,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond branches,xylan,% dry weight,13.19,(4c)9c25,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond branches,glucan,% dry weight,23.16,(4c)b5c1,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond branches,glucose,% dry weight,24.9,(4c)c715,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond branches,xylan,% dry weight,12.99,(4c)ddb6,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
walnut tree sticks,glucan,% dry weight,23.28,(4d)2252,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
walnut tree sticks,xylan,% dry weight,13.16,(4d)2360,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
walnut tree sticks,xylan,% dry weight,13.08,(4d)2619,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
walnut tree sticks,xylose,% dry weight,14.87,(4d)3358,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
walnut tree sticks,xylan,% dry weight,13.19,(4d)3fcf,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
walnut tree sticks,xylose,% dry weight,14.99,(4d)517e,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
walnut tree sticks,glucose,% dry weight,26.65,(4d)86ca,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
walnut tree sticks,glucan,% dry weight,23.98,(4d)8f9f,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
walnut tree sticks,lignin,% dry weight,31.88,(4d)a3be,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
walnut tree sticks,glucose,% dry weight,25.86,(4d)acb5,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
walnut tree sticks,glucose,% dry weight,26.12,(4d)bbf7,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
walnut tree sticks,lignin,% dry weight,32.08,(4d)c206,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
walnut tree sticks,xylose,% dry weight,14.96,(4d)f3b0,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
walnut tree sticks,glucan,% dry weight,23.51,(4d)f49b,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
walnut tree sticks,lignin,% dry weight,32.07,(4d)fd25,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
grape pomace,glucan,% dry weight,5.57,(4e)e137,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,ebony,2026-07-08 03:54:13.565642
grape pomace,glucan,% dry weight,8.76,(4e)e138,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,ebony,2026-07-08 03:54:13.565642
grape pomace,glucan,% dry weight,8.5,(4e)e139,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,ebony,2026-07-08 03:54:13.565642
grape pomace,glucose,% dry weight,6.19,(4e)e140,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,ebony,2026-07-08 03:54:13.565642
grape pomace,glucose,% dry weight,9.74,(4e)e141,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,ebony,2026-07-08 03:54:13.565642
grape pomace,glucose,% dry weight,9.44,(4e)e142,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,ebony,2026-07-08 03:54:13.565642
grape pomace,xylan,% dry weight,2.92,(4e)e143,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,ebony,2026-07-08 03:54:13.565642
grape pomace,xylan,% dry weight,5.48,(4e)e144,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,ebony,2026-07-08 03:54:13.565642
grape pomace,xylan,% dry weight,6.29,(4e)e145,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,ebony,2026-07-08 03:54:13.565642
grape pomace,xylose,% dry weight,3.32,(4e)e146,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,ebony,2026-07-08 03:54:13.565642
grape pomace,xylose,% dry weight,6.23,(4e)e147,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,ebony,2026-07-08 03:54:13.565642
grape pomace,xylose,% dry weight,7.15,(4e)e148,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,ebony,2026-07-08 03:54:13.565642
grape pomace,lignin,% dry weight,49.71,(4e)e149,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,ebony,2026-07-08 03:54:13.565642
grape pomace,lignin,% dry weight,48.47,(4e)e150,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,ebony,2026-07-08 03:54:13.565642
grape pomace,lignin,% dry weight,47.84,(4e)e151,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,ebony,2026-07-08 03:54:13.565642
sweet potato culls,xylan,% dry weight,3.2,(56)0a63,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,tackle,2026-07-08 03:54:13.565642
sweet potato culls,glucose,% dry weight,60.24,(56)18a9,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,tackle,2026-07-08 03:54:13.565642
sweet potato culls,lignin,% dry weight,8.57,(56)2b2d,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,tackle,2026-07-08 03:54:13.565642
sweet potato culls,lignin,% dry weight,8.85,(56)40ab,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,tackle,2026-07-08 03:54:13.565642
sweet potato culls,xylose,% dry weight,3.64,(56)6bd3,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,tackle,2026-07-08 03:54:13.565642
sweet potato culls,lignin,% dry weight,8.7,(56)8d1e,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,tackle,2026-07-08 03:54:13.565642
sweet potato culls,xylan,% dry weight,3.2,(56)91f5,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,tackle,2026-07-08 03:54:13.565642
sweet potato culls,glucan,% dry weight,54.21,(56)9243,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,tackle,2026-07-08 03:54:13.565642
sweet potato culls,glucose,% dry weight,59.72,(56)b418,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,tackle,2026-07-08 03:54:13.565642
sweet potato culls,glucan,% dry weight,54.57,(56)c0fc,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,tackle,2026-07-08 03:54:13.565642
sweet potato culls,xylose,% dry weight,3.63,(56)ce12,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,tackle,2026-07-08 03:54:13.565642
sweet potato culls,glucan,% dry weight,53.75,(56)d797,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,tackle,2026-07-08 03:54:13.565642
sweet potato culls,xylan,% dry weight,3.13,(56)ea26,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,tackle,2026-07-08 03:54:13.565642
sweet potato culls,xylose,% dry weight,3.56,(56)ea73,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,tackle,2026-07-08 03:54:13.565642
sweet potato culls,glucose,% dry weight,60.64,(56)fe5f,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,tackle,2026-07-08 03:54:13.565642
corn stover stalks,lignin,% dry weight,22.11,(5b)02e9,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover stalks,glucose,% dry weight,44.96,(5b)21af,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover stalks,xylan,% dry weight,19.57,(5b)334a,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover stalks,lignin,% dry weight,21.95,(5b)3885,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover stalks,glucose,% dry weight,45.33,(5b)58d8,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover stalks,xylose,% dry weight,22.27,(5b)5a60,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover stalks,glucan,% dry weight,40.47,(5b)651e,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover stalks,xylan,% dry weight,19.6,(5b)7bed,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover stalks,lignin,% dry weight,22.2,(5b)8bf7,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover stalks,glucan,% dry weight,40.8,(5b)9d19,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover stalks,glucose,% dry weight,44.99,(5b)a03f,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover stalks,glucan,% dry weight,40.49,(5b)bad2,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover stalks,xylan,% dry weight,19.51,(5b)cb5c,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover stalks,xylose,% dry weight,22.24,(5b)cf6c,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover stalks,xylose,% dry weight,22.17,(5b)de58,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
grape stem,xylose,% dry weight,9.18,(5c)335d,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape stem,lignin,% dry weight,27.28,(5c)527f,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape stem,xylan,% dry weight,7.9,(5c)6000,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape stem,xylose,% dry weight,8.98,(5c)6845,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape stem,lignin,% dry weight,27.2,(5c)6b44,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape stem,glucan,% dry weight,25.16,(5c)6bfe,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape stem,glucose,% dry weight,27.37,(5c)76f6,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape stem,glucan,% dry weight,24.63,(5c)7ce2,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape stem,glucan,% dry weight,25.05,(5c)861a,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape stem,xylan,% dry weight,8.08,(5c)94a8,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape stem,glucose,% dry weight,27.83,(5c)960b,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape stem,lignin,% dry weight,26.82,(5c)ad73,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape stem,xylose,% dry weight,8.95,(5c)bbe3,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape stem,xylan,% dry weight,7.87,(5c)c934,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
grape stem,glucose,% dry weight,27.96,(5c)e78e,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,maplewood,2026-07-08 03:54:13.565642
wheat straw,arabinan,% dry weight,1.81,(62)014a,pass,,,,2026-07-08 03:54:13.565642,possessive,2026-07-08 03:54:13.565642
wheat straw,xylose,% dry weight,21.97,(62)0975,pass,,,,2026-07-08 03:54:13.565642,possessive,2026-07-08 03:54:13.565642
wheat straw,glucose,% dry weight,37.93,(62)0f95,pass,,,,2026-07-08 03:54:13.565642,possessive,2026-07-08 03:54:13.565642
wheat straw,arabinose,% dry weight,2.06,(62)1c36,pass,,,,2026-07-08 03:54:13.565642,possessive,2026-07-08 03:54:13.565642
wheat straw,glucan,% dry weight,34.14,(62)1d0d,pass,,,,2026-07-08 03:54:13.565642,possessive,2026-07-08 03:54:13.565642
wheat straw,xylose,% dry weight,21.97,(62)20f9,pass,,,,2026-07-08 03:54:13.565642,possessive,2026-07-08 03:54:13.565642
wheat straw,glucose,% dry weight,37.89,(62)352d,pass,,,,2026-07-08 03:54:13.565642,possessive,2026-07-08 03:54:13.565642
wheat straw,arabinose,% dry weight,2.08,(62)3af6,pass,,,,2026-07-08 03:54:13.565642,possessive,2026-07-08 03:54:13.565642
wheat straw,arabinose,% dry weight,2.18,(62)418e,pass,,,,2026-07-08 03:54:13.565642,possessive,2026-07-08 03:54:13.565642
wheat straw,arabinan,% dry weight,1.92,(62)50f3,pass,,,,2026-07-08 03:54:13.565642,possessive,2026-07-08 03:54:13.565642
wheat straw,xylan,% dry weight,19.33,(62)5304,pass,,,,2026-07-08 03:54:13.565642,possessive,2026-07-08 03:54:13.565642
wheat straw,xylose,% dry weight,22.05,(62)5ab6,pass,,,,2026-07-08 03:54:13.565642,possessive,2026-07-08 03:54:13.565642
wheat straw,lignin,% dry weight,16.47,(62)79f1,pass,,,,2026-07-08 03:54:13.565642,possessive,2026-07-08 03:54:13.565642
wheat straw,lignin,% dry weight,16.44,(62)8114,pass,,,,2026-07-08 03:54:13.565642,possessive,2026-07-08 03:54:13.565642
wheat straw,xylan,% dry weight,19.33,(62)8b4d,pass,,,,2026-07-08 03:54:13.565642,possessive,2026-07-08 03:54:13.565642
wheat straw,glucan,% dry weight,34.1,(62)99c5,pass,,,,2026-07-08 03:54:13.565642,possessive,2026-07-08 03:54:13.565642
wheat straw,glucan,% dry weight,34.28,(62)a8c9,pass,,,,2026-07-08 03:54:13.565642,possessive,2026-07-08 03:54:13.565642
wheat straw,glucose,% dry weight,38.09,(62)b906,pass,,,,2026-07-08 03:54:13.565642,possessive,2026-07-08 03:54:13.565642
wheat straw,arabinan,% dry weight,1.83,(62)cb0b,pass,,,,2026-07-08 03:54:13.565642,possessive,2026-07-08 03:54:13.565642
wheat straw,lignin,% dry weight,16.83,(62)d08a,pass,,,,2026-07-08 03:54:13.565642,possessive,2026-07-08 03:54:13.565642
wheat straw,xylan,% dry weight,19.41,(62)ed41,pass,,,,2026-07-08 03:54:13.565642,possessive,2026-07-08 03:54:13.565642
almond shells,lignin,% dry weight,33.97,(71)0047,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,xylan,% dry weight,16.45,(71)0a21,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,lignin,% dry weight,32.57,(71)0d9d,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,xylan,% dry weight,16.32,(71)12a5,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,xylose,% dry weight,18.69,(71)16f9,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,lignin,% dry weight,34.35,(71)23e9,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,xylose,% dry weight,13.87,(71)3ea0,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,glucose,% dry weight,17.76,(71)470a,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,glucose,% dry weight,23.74,(71)4e76,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,xylan,% dry weight,12.21,(71)5316,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,xylose,% dry weight,18.55,(71)5322,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,glucan,% dry weight,21.37,(71)929c,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,glucan,% dry weight,15.98,(71)b8d9,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,glucan,% dry weight,21.39,(71)bfdb,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
almond shells,glucose,% dry weight,23.76,(71)c9c9,pass,,,,2026-07-08 03:54:13.565642,humorous,2026-07-08 03:54:13.565642
corn stover husks,glucose,% dry weight,44.68,(72)00aa,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover husks,lignin,% dry weight,18.61,(72)0778,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover husks,glucan,% dry weight,41.16,(72)1255,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover husks,glucan,% dry weight,39.76,(72)2916,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover husks,xylan,% dry weight,21.33,(72)3abe,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover husks,lignin,% dry weight,18.61,(72)4bbe,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover husks,xylose,% dry weight,24.88,(72)4e20,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover husks,glucose,% dry weight,45.74,(72)5d6f,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover husks,glucose,% dry weight,44.17,(72)8404,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover husks,xylan,% dry weight,21.89,(72)9e04,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover husks,xylose,% dry weight,24.24,(72)c070,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover husks,xylose,% dry weight,24.55,(72)c130,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover husks,glucan,% dry weight,40.21,(72)e144,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover husks,xylan,% dry weight,21.61,(72)e2a4,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
corn stover husks,lignin,% dry weight,18.49,(72)ed34,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,caterpillar,2026-07-08 03:54:13.565642
almond branches,glucan,% dry weight,21.75,(7e)0b62,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond branches,xylan,% dry weight,12.93,(7e)3d10,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond branches,xylan,% dry weight,12.75,(7e)48f1,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond branches,glucose,% dry weight,24.33,(7e)4e75,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond branches,xylose,% dry weight,14.49,(7e)5cea,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond branches,lignin,% dry weight,43.72,(7e)644f,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond branches,glucan,% dry weight,22.14,(7e)6de1,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond branches,xylose,% dry weight,14.45,(7e)7d76,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond branches,glucose,% dry weight,24.17,(7e)(7e),pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond branches,xylose,% dry weight,14.69,(7e)7f8b,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond branches,xylan,% dry weight,12.72,(7e)9497,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond branches,lignin,% dry weight,44.53,(7e)bbb6,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond branches,glucan,% dry weight,21.9,(7e)c731,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond branches,glucose,% dry weight,24.6,(7e)d304,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
almond branches,lignin,% dry weight,43.83,(7e)f033,pass,,,,2026-07-08 03:54:13.565642,capstan,2026-07-08 03:54:13.565642
walnut shells,glucose,% dry weight,11.4,(82)00ec,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
walnut shells,glucose,% dry weight,11.74,(82)06ed,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
grape pomace,xylan,% dry weight,4.69,(82)083c,pass,,,,2026-07-08 03:54:13.565642,boatswain,2026-07-08 03:54:13.565642
walnut shells,glucan,% dry weight,10.56,(82)153e,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
grape pomace,xylan,% dry weight,4.6,(82)1e9c,pass,,,,2026-07-08 03:54:13.565642,boatswain,2026-07-08 03:54:13.565642
walnut shells,lignin,% dry weight,49.6,(82)24e6,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
walnut shells,xylose,% dry weight,23.32,(82)2ace,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
grape pomace,glucan,% dry weight,13.87,(82)60a4,pass,,,,2026-07-08 03:54:13.565642,boatswain,2026-07-08 03:54:13.565642
walnut shells,lignin,% dry weight,49.45,(82)6324,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
grape pomace,glucose,% dry weight,16.2,(82)6387,pass,,,,2026-07-08 03:54:13.565642,boatswain,2026-07-08 03:54:13.565642
walnut shells,xylose,% dry weight,23.4,(82)6472,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
walnut shells,xylose,% dry weight,5.34,(82)6771,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
walnut shells,lignin,% dry weight,48.91,(82)6771,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
grape pomace,glucan,% dry weight,14.58,(82)6acd,pass,,,,2026-07-08 03:54:13.565642,boatswain,2026-07-08 03:54:13.565642
grape pomace,lignin,% dry weight,48.91,(82)6f92,pass,,,,2026-07-08 03:54:13.565642,boatswain,2026-07-08 03:54:13.565642
walnut shells,xylose,% dry weight,23.52,(82)762f,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
grape pomace,glucose,% dry weight,16.04,(82)7731,pass,,,,2026-07-08 03:54:13.565642,boatswain,2026-07-08 03:54:13.565642
walnut shells,xylan,% dry weight,20.52,(82)7f9a,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
grape pomace,glucose,% dry weight,15.41,(82)8468,pass,,,,2026-07-08 03:54:13.565642,boatswain,2026-07-08 03:54:13.565642
walnut shells,xylan,% dry weight,20.59,(82)8b26,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
walnut shells,glucan,% dry weight,10.26,(82)8c1c,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
grape pomace,xylose,% dry weight,5.23,(82)a692,pass,,,,2026-07-08 03:54:13.565642,boatswain,2026-07-08 03:54:13.565642
walnut shells,glucan,% dry weight,11.07,(82)bb91,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
walnut shells,xylan,% dry weight,20.7,(82)bdca,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
grape pomace,lignin,% dry weight,50.01,(82)d973,pass,,,,2026-07-08 03:54:13.565642,boatswain,2026-07-08 03:54:13.565642
grape pomace,glucan,% dry weight,14.43,(82)db4c,pass,,,,2026-07-08 03:54:13.565642,boatswain,2026-07-08 03:54:13.565642
grape pomace,lignin,% dry weight,49.72,(82)e1a7,pass,,,,2026-07-08 03:54:13.565642,boatswain,2026-07-08 03:54:13.565642
walnut shells,glucose,% dry weight,12.3,(82)edaa,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,energetic,2026-07-08 03:54:13.565642
grape pomace,xylose,% dry weight,5.14,(82)ef99,pass,,,,2026-07-08 03:54:13.565642,boatswain,2026-07-08 03:54:13.565642
grape pomace,xylan,% dry weight,4.52,(82)f64c,pass,,,,2026-07-08 03:54:13.565642,boatswain,2026-07-08 03:54:13.565642
tomato pomace,glucose,% dry weight,15.68,(85)07bd,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,oakleaf,2026-07-08 03:54:13.565642
tomato pomace,glucan,% dry weight,14.12,(85)2246,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,oakleaf,2026-07-08 03:54:13.565642
tomato pomace,lignin+,% dry weight,39.9,(85)3329,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,oakleaf,2026-07-08 03:54:13.565642
tomato pomace,glucan,% dry weight,14.18,(85)41cb,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,oakleaf,2026-07-08 03:54:13.565642
tomato pomace,xylose,% dry weight,11.22,(85)4630,pass,,,xkang2@lbl.gov,2026-07-08 03:54:13.565642,oakleaf,2026-07-08 03:54:13.565642
