record_id,experiment_id,experiment_date,prepared_sample_id,field_sample_id,collection_timestamp,provider_codename,resource_name,primary_product,product_name,unit,observed_value,repl_no,qc_pass,note,analyst_email,reactor_vessel,strain_name,bioconversion_method,pretreatment_method,enz_hydr_method
proco11-8add,87,,66,5.0,2024-10-17 12:00:00,jaguar,olive stems / leaves,olives - processing,gluconct0,g_l,18.69,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-a3f4,87,,66,5.0,2024-10-17 12:00:00,jaguar,olive stems / leaves,olives - processing,etohyield,mol_pc,0.0,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-a43a,87,,66,5.0,2024-10-17 12:00:00,jaguar,olive stems / leaves,olives - processing,gluconct0,g_l,18.69,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-a659,87,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,xylconct0,g_l,4.7,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-a6ab,87,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,sugart0,g_l,19.139,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-a6c1,87,,66,5.0,2024-10-17 12:00:00,jaguar,olive stems / leaves,olives - processing,xylconcteof,g_l,14.05,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-a717,87,,66,5.0,2024-10-17 12:00:00,jaguar,olive stems / leaves,olives - processing,etohyield,mol_pc,0.0,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-a82e,87,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,xylconcteof,g_l,7.86,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-b21f,87,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,xylconcteof,g_l,11.09,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-b241,87,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,sugar_cons,pc,0.0,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-b409,87,,66,5.0,2024-10-17 12:00:00,jaguar,olive stems / leaves,olives - processing,sugarteof,g_l,24.97875367,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-b86d,87,,66,5.0,2024-10-17 12:00:00,jaguar,olive stems / leaves,olives - processing,od600teof,,0.0,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-b86d,87,,66,5.0,2024-10-17 12:00:00,jaguar,olive stems / leaves,olives - processing,od600teof,,0.0,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-bef6,87,,66,5.0,2024-10-17 12:00:00,jaguar,olive stems / leaves,olives - processing,od600teof,,0.0,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-bef6,87,,66,5.0,2024-10-17 12:00:00,jaguar,olive stems / leaves,olives - processing,od600teof,,0.0,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-c2d9,87,,66,5.0,2024-10-17 12:00:00,jaguar,olive stems / leaves,olives - processing,sugar_cons,pc,0.0,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-c323,87,,66,5.0,2024-10-17 12:00:00,jaguar,olive stems / leaves,olives - processing,sugart0,g_l,23.777,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-c6f6,87,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,xylconcteof,g_l,7.84,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-c998,87,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,sugarteof,g_l,26.33273803,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-ca08,87,,66,5.0,2024-10-17 12:00:00,jaguar,olive stems / leaves,olives - processing,gluconct0,g_l,18.69,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-cf6a,87,,66,5.0,2024-10-17 12:00:00,jaguar,olive stems / leaves,olives - processing,sugarteof,g_l,41.93582655,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-d882,87,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,od600teof,,0.61,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-d882,87,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,od600teof,,0.61,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-dbb8,87,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,gluconct0,g_l,15.01,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-dd6b,87,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,gluconct0,g_l,13.87,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-e039,87,,66,5.0,2024-10-17 12:00:00,jaguar,olive stems / leaves,olives - processing,etohtiter,g_l,0.0,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-e316,87,,66,5.0,2024-10-17 12:00:00,jaguar,olive stems / leaves,olives - processing,gluconcteof,g_l,17.0,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-e86a,87,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,etohyield,mol_pc,0.0,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-e88c,87,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,xylconct0,g_l,4.65,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-ed8c,87,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,rel_growth,pc,17.0,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-f253,87,,66,5.0,2024-10-17 12:00:00,jaguar,olive stems / leaves,olives - processing,xylconct0,g_l,5.09,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-f273,87,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,gluconcteof,g_l,18.0,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-fa33,87,,66,5.0,2024-10-17 12:00:00,jaguar,olive stems / leaves,olives - processing,sugar_cons,pc,0.0,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-fb78,87,,66,5.0,2024-10-17 12:00:00,jaguar,olive stems / leaves,olives - processing,xylconct0,g_l,5.09,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-fd6f,87,,65,4.0,2024-10-17 12:00:00,jaguar,olive pomace,olives - processing,xylconct0,g_l,4.74,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco11-feee,87,,66,5.0,2024-10-17 12:00:00,jaguar,olive stems / leaves,olives - processing,sugar_cons,pc,0.0,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-01c5,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,xylconct0,g_l,3.28,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-01f3,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,gluconct0,g_l,33.15,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-0522,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,sugarteof,g_l,36.6192188,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-0a3e,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,etohyield,mol_pc,0.0,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-0b59,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,sugart0,g_l,42.547,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-0cbe,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,etohyield,mol_pc,0.0,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-0df0,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,sugart0,g_l,42.547,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-1014,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,xylconcteof,g_l,10.03,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-1e41,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,od600teof,,0.0,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-1e41,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,od600teof,,0.0,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-245d,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,gluconct0,g_l,33.15,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-2503,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,etohtiter,g_l,0.0,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-2730,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,od600teof,,0.0,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-2730,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,od600teof,,0.0,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-2969,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,xylconct0,g_l,3.53,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-2c8a,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,od600teof,,0.0,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-2c8a,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,od600teof,,0.0,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-30aa,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,od600teof,,0.0,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-30aa,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,od600teof,,0.0,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-31e9,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,sugar_cons,pc,16.0,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-32b3,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,gluconcteof,g_l,22.0,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-36dd,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,xylconct0,g_l,9.4,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-4100,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,etohyield,mol_pc,0.0,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-417c,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,xylconcteof,g_l,14.52,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-424e,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,gluconcteof,g_l,39.0,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-45e8,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,rel_growth,pc,0.0,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-483e,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,sugar_cons,pc,0.0,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-4aac,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,sugarteof,g_l,37.87754361,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-4cab,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,etohtiter,g_l,0.0,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-4ce0,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,etohtiter,g_l,0.0,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-4edf,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,od600teof,,0.25,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-4edf,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,od600teof,,0.25,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-5314,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,sugart0,g_l,42.547,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-55b1,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,sugarteof,g_l,22.42329216,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-57ab,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,sugar_cons,pc,0.0,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-5b37,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,sugarteof,g_l,32.35338097,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-68e9,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,xylconct0,g_l,9.4,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-6ae2,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,sugart0,g_l,15.576,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-6ae8,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,sugarteof,g_l,35.83802365,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-6e75,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,gluconct0,g_l,12.05,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-6f7b,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,etohtiter,g_l,0.0,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-734d,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,xylconcteof,g_l,12.45,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-7569,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,gluconcteof,g_l,28.0,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-75f5,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,gluconcteof,g_l,20.0,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-7884,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,gluconct0,g_l,12.02,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-8225,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,gluconct0,g_l,33.15,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-84ce,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,xylconcteof,g_l,9.14,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-8fd1,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,rel_growth,pc,0.0,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-9d45,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,gluconcteof,g_l,26.0,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-9e6e,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,sugar_cons,pc,0.0,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-b7de,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,etohtiter,g_l,0.0,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-b8a8,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,gluconct0,g_l,12.08,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-bb2a,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,sugarteof,g_l,53.25466064,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-c42c,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,sugart0,g_l,15.301,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-c534,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,sugart0,g_l,15.85,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-c609,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,rel_growth,pc,0.0,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-cd1d,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,sugar_cons,pc,0.0,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-cd45,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,rel_growth,pc,7.0,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-cf26,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,xylconct0,g_l,9.4,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-cf3a,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,etohyield,mol_pc,0.0,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-d1d4,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,etohtiter,g_l,0.0,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-d4cf,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,xylconct0,g_l,3.77,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-d8bd,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,rel_growth,pc,0.0,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-db39,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,gluconcteof,g_l,13.0,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-e37f,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,etohyield,mol_pc,0.0,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-e745,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,xylconcteof,g_l,15.02,2,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-e848,74,,164,92.0,2025-11-04 17:22:00,excellent,olive pomace,olives - processing,etohyield,mol_pc,0.0,3,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-e939,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,od600teof,,0.0,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
proco12-e939,74,,165,93.0,2025-11-04 17:35:00,excellent,olive stems / leaves,olives - processing,od600teof,,0.0,1,pass,,mduran@lbl.gov,incubator shaker,Saccharomyces cerevisiae NS 22273,1sac-etoh,butknt140c,ctec3:htec3 9:1
