resource_name,parameter_name,unit,observed_value,record_id,qc_pass,provider_codename,collection_timestamp,harvest_date,created_at,sample_date
alfalfa,xylose,% dry weight,12.88,(3c)6726,pass,possessive,2025-06-30 10:45:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,lignin,% dry weight,21.0,(3c)693c,pass,possessive,2025-06-30 10:45:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,glucose,% dry weight,27.38,(3c)933c,pass,possessive,2025-06-30 10:45:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,xylan,% dry weight,11.33,(3c)c6b9,pass,possessive,2025-06-30 10:45:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,glucan,% dry weight,24.64,(3c)d0b2,pass,possessive,2025-06-30 10:45:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,lignin,% dry weight,21.01,(3c)d339,pass,possessive,2025-06-30 10:45:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,xylan,% dry weight,11.57,(3c)eefe,pass,possessive,2025-06-30 10:45:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
alfalfa,xylose,% dry weight,12.86,(3c)fc9b,pass,possessive,2025-06-30 10:45:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,glucose,% dry weight,33.43,(42)0211,pass,possessive,2025-06-30 12:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,xylose,% dry weight,17.7,(42)0654,pass,possessive,2025-06-30 12:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,arabinose,% dry weight,2.64,(42)0843,pass,possessive,2025-06-30 12:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,glucan,% dry weight,31.72,(42)2e48,pass,possessive,2025-06-30 12:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,xylan,% dry weight,15.58,(42)446d,pass,possessive,2025-06-30 12:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,lignin,% dry weight,17.05,(42)47a3,pass,possessive,2025-06-30 12:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,xylose,% dry weight,18.43,(42)4816,pass,possessive,2025-06-30 12:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,xylose,% dry weight,18.11,(42)54b7,pass,possessive,2025-06-30 12:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,arabinan,% dry weight,2.32,(42)575c,pass,possessive,2025-06-30 12:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,arabinan,% dry weight,2.33,(42)672f,pass,possessive,2025-06-30 12:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,glucan,% dry weight,31.32,(42)7180,pass,possessive,2025-06-30 12:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,arabinose,% dry weight,2.57,(42)7a67,pass,possessive,2025-06-30 12:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,glucan,% dry weight,30.09,(42)8729,pass,possessive,2025-06-30 12:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,arabinose,% dry weight,2.64,(42)9356,pass,possessive,2025-06-30 12:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,lignin,% dry weight,16.85,(42)a992,pass,possessive,2025-06-30 12:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,glucose,% dry weight,35.25,(42)b7cc,pass,possessive,2025-06-30 12:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,arabinan,% dry weight,2.27,(42)cbb9,pass,possessive,2025-06-30 12:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,xylan,% dry weight,15.94,(42)cdaa,pass,possessive,2025-06-30 12:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,glucose,% dry weight,34.8,(42)d006,pass,possessive,2025-06-30 12:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,xylan,% dry weight,16.22,(42)dee4,pass,possessive,2025-06-30 12:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
rice straw,lignin,% dry weight,16.8,(42)f6e3,pass,possessive,2025-06-30 12:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,glucan,% dry weight,22.41,(4c)0e12,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,glucose,% dry weight,25.22,(4c)1205,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,xylose,% dry weight,14.76,(4c)12e4,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,lignin,% dry weight,37.74,(4c)1473,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,glucose,% dry weight,25.73,(4c)21be,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,glucan,% dry weight,22.7,(4c)3b40,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,xylose,% dry weight,15.39,(4c)3b8c,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,xylan,% dry weight,13.54,(4c)5b6e,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,xylose,% dry weight,14.99,(4c)6022,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,lignin,% dry weight,38.52,(4c)6cf6,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,lignin,% dry weight,38.36,(4c)705c,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,xylan,% dry weight,13.19,(4c)9c25,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,glucan,% dry weight,23.16,(4c)b5c1,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,glucose,% dry weight,24.9,(4c)c715,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,xylan,% dry weight,12.99,(4c)ddb6,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,glucan,% dry weight,23.28,(4d)2252,pass,energetic,2024-11-26 11:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,xylan,% dry weight,13.16,(4d)2360,pass,energetic,2024-11-26 11:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,xylan,% dry weight,13.08,(4d)2619,pass,energetic,2024-11-26 11:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,xylose,% dry weight,14.87,(4d)3358,pass,energetic,2024-11-26 11:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,xylan,% dry weight,13.19,(4d)3fcf,pass,energetic,2024-11-26 11:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,xylose,% dry weight,14.99,(4d)517e,pass,energetic,2024-11-26 11:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,glucose,% dry weight,26.65,(4d)86ca,pass,energetic,2024-11-26 11:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,glucan,% dry weight,23.98,(4d)8f9f,pass,energetic,2024-11-26 11:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,lignin,% dry weight,31.88,(4d)a3be,pass,energetic,2024-11-26 11:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,glucose,% dry weight,25.86,(4d)acb5,pass,energetic,2024-11-26 11:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,glucose,% dry weight,26.12,(4d)bbf7,pass,energetic,2024-11-26 11:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,lignin,% dry weight,32.08,(4d)c206,pass,energetic,2024-11-26 11:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,xylose,% dry weight,14.96,(4d)f3b0,pass,energetic,2024-11-26 11:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,glucan,% dry weight,23.51,(4d)f49b,pass,energetic,2024-11-26 11:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
walnut tree sticks,lignin,% dry weight,32.07,(4d)fd25,pass,energetic,2024-11-26 11:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,glucan,% dry weight,5.57,(4e)e137,pass,ebony,2024-10-25 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,glucan,% dry weight,8.76,(4e)e138,pass,ebony,2024-10-25 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,glucan,% dry weight,8.5,(4e)e139,pass,ebony,2024-10-25 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,glucose,% dry weight,6.19,(4e)e140,pass,ebony,2024-10-25 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,glucose,% dry weight,9.74,(4e)e141,pass,ebony,2024-10-25 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,glucose,% dry weight,9.44,(4e)e142,pass,ebony,2024-10-25 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,xylan,% dry weight,2.92,(4e)e143,pass,ebony,2024-10-25 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,xylan,% dry weight,5.48,(4e)e144,pass,ebony,2024-10-25 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,xylan,% dry weight,6.29,(4e)e145,pass,ebony,2024-10-25 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,xylose,% dry weight,3.32,(4e)e146,pass,ebony,2024-10-25 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,xylose,% dry weight,6.23,(4e)e147,pass,ebony,2024-10-25 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,xylose,% dry weight,7.15,(4e)e148,pass,ebony,2024-10-25 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,lignin,% dry weight,49.71,(4e)e149,pass,ebony,2024-10-25 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,lignin,% dry weight,48.47,(4e)e150,pass,ebony,2024-10-25 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape pomace,lignin,% dry weight,47.84,(4e)e151,pass,ebony,2024-10-25 10:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
sweet potato culls,xylan,% dry weight,3.2,(56)0a63,pass,tackle,2024-12-05 13:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
sweet potato culls,glucose,% dry weight,60.24,(56)18a9,pass,tackle,2024-12-05 13:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
sweet potato culls,lignin,% dry weight,8.57,(56)2b2d,pass,tackle,2024-12-05 13:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
sweet potato culls,lignin,% dry weight,8.85,(56)40ab,pass,tackle,2024-12-05 13:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
sweet potato culls,xylose,% dry weight,3.64,(56)6bd3,pass,tackle,2024-12-05 13:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
sweet potato culls,lignin,% dry weight,8.7,(56)8d1e,pass,tackle,2024-12-05 13:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
sweet potato culls,xylan,% dry weight,3.2,(56)91f5,pass,tackle,2024-12-05 13:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
sweet potato culls,glucan,% dry weight,54.21,(56)9243,pass,tackle,2024-12-05 13:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
sweet potato culls,glucose,% dry weight,59.72,(56)b418,pass,tackle,2024-12-05 13:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
sweet potato culls,glucan,% dry weight,54.57,(56)c0fc,pass,tackle,2024-12-05 13:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
sweet potato culls,xylose,% dry weight,3.63,(56)ce12,pass,tackle,2024-12-05 13:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
sweet potato culls,glucan,% dry weight,53.75,(56)d797,pass,tackle,2024-12-05 13:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
sweet potato culls,xylan,% dry weight,3.13,(56)ea26,pass,tackle,2024-12-05 13:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
sweet potato culls,xylose,% dry weight,3.56,(56)ea73,pass,tackle,2024-12-05 13:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
sweet potato culls,glucose,% dry weight,60.64,(56)fe5f,pass,tackle,2024-12-05 13:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover stalks,lignin,% dry weight,22.11,(5b)02e9,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover stalks,glucose,% dry weight,44.96,(5b)21af,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover stalks,xylan,% dry weight,19.57,(5b)334a,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover stalks,lignin,% dry weight,21.95,(5b)3885,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover stalks,glucose,% dry weight,45.33,(5b)58d8,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover stalks,xylose,% dry weight,22.27,(5b)5a60,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover stalks,glucan,% dry weight,40.47,(5b)651e,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover stalks,xylan,% dry weight,19.6,(5b)7bed,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover stalks,lignin,% dry weight,22.2,(5b)8bf7,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover stalks,glucan,% dry weight,40.8,(5b)9d19,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover stalks,glucose,% dry weight,44.99,(5b)a03f,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover stalks,glucan,% dry weight,40.49,(5b)bad2,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover stalks,xylan,% dry weight,19.51,(5b)cb5c,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover stalks,xylose,% dry weight,22.24,(5b)cf6c,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover stalks,xylose,% dry weight,22.17,(5b)de58,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,xylose,% dry weight,9.18,(5c)335d,pass,maplewood,2024-11-10 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,lignin,% dry weight,27.28,(5c)527f,pass,maplewood,2024-11-10 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,xylan,% dry weight,7.9,(5c)6000,pass,maplewood,2024-11-10 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,xylose,% dry weight,8.98,(5c)6845,pass,maplewood,2024-11-10 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,lignin,% dry weight,27.2,(5c)6b44,pass,maplewood,2024-11-10 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,glucan,% dry weight,25.16,(5c)6bfe,pass,maplewood,2024-11-10 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,glucose,% dry weight,27.37,(5c)76f6,pass,maplewood,2024-11-10 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,glucan,% dry weight,24.63,(5c)7ce2,pass,maplewood,2024-11-10 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,glucan,% dry weight,25.05,(5c)861a,pass,maplewood,2024-11-10 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,xylan,% dry weight,8.08,(5c)94a8,pass,maplewood,2024-11-10 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,glucose,% dry weight,27.83,(5c)960b,pass,maplewood,2024-11-10 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,lignin,% dry weight,26.82,(5c)ad73,pass,maplewood,2024-11-10 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,xylose,% dry weight,8.95,(5c)bbe3,pass,maplewood,2024-11-10 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,xylan,% dry weight,7.87,(5c)c934,pass,maplewood,2024-11-10 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
grape stem,glucose,% dry weight,27.96,(5c)e78e,pass,maplewood,2024-11-10 15:10:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,arabinan,% dry weight,1.81,(62)014a,pass,possessive,2025-06-30 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,xylose,% dry weight,21.97,(62)0975,pass,possessive,2025-06-30 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,glucose,% dry weight,37.93,(62)0f95,pass,possessive,2025-06-30 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,arabinose,% dry weight,2.06,(62)1c36,pass,possessive,2025-06-30 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,glucan,% dry weight,34.14,(62)1d0d,pass,possessive,2025-06-30 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,xylose,% dry weight,21.97,(62)20f9,pass,possessive,2025-06-30 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,glucose,% dry weight,37.89,(62)352d,pass,possessive,2025-06-30 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,arabinose,% dry weight,2.08,(62)3af6,pass,possessive,2025-06-30 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,arabinose,% dry weight,2.18,(62)418e,pass,possessive,2025-06-30 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,arabinan,% dry weight,1.92,(62)50f3,pass,possessive,2025-06-30 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,xylan,% dry weight,19.33,(62)5304,pass,possessive,2025-06-30 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,xylose,% dry weight,22.05,(62)5ab6,pass,possessive,2025-06-30 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,lignin,% dry weight,16.47,(62)79f1,pass,possessive,2025-06-30 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,lignin,% dry weight,16.44,(62)8114,pass,possessive,2025-06-30 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,xylan,% dry weight,19.33,(62)8b4d,pass,possessive,2025-06-30 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,glucan,% dry weight,34.1,(62)99c5,pass,possessive,2025-06-30 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,glucan,% dry weight,34.28,(62)a8c9,pass,possessive,2025-06-30 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,glucose,% dry weight,38.09,(62)b906,pass,possessive,2025-06-30 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,arabinan,% dry weight,1.83,(62)cb0b,pass,possessive,2025-06-30 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,lignin,% dry weight,16.83,(62)d08a,pass,possessive,2025-06-30 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
wheat straw,xylan,% dry weight,19.41,(62)ed41,pass,possessive,2025-06-30 11:15:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,lignin,% dry weight,33.97,(71)0047,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,xylan,% dry weight,16.45,(71)0a21,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,lignin,% dry weight,32.57,(71)0d9d,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,xylan,% dry weight,16.32,(71)12a5,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,xylose,% dry weight,18.69,(71)16f9,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,lignin,% dry weight,34.35,(71)23e9,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,xylose,% dry weight,13.87,(71)3ea0,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,glucose,% dry weight,17.76,(71)470a,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,glucose,% dry weight,23.74,(71)4e76,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,xylan,% dry weight,12.21,(71)5316,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,xylose,% dry weight,18.55,(71)5322,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,glucan,% dry weight,21.37,(71)929c,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,glucan,% dry weight,15.98,(71)b8d9,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,glucan,% dry weight,21.39,(71)bfdb,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond shells,glucose,% dry weight,23.76,(71)c9c9,pass,humorous,2025-09-16 09:30:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover husks,glucose,% dry weight,44.68,(72)00aa,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover husks,lignin,% dry weight,18.61,(72)0778,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover husks,glucan,% dry weight,41.16,(72)1255,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover husks,glucan,% dry weight,39.76,(72)2916,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover husks,xylan,% dry weight,21.33,(72)3abe,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover husks,lignin,% dry weight,18.61,(72)4bbe,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover husks,xylose,% dry weight,24.88,(72)4e20,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover husks,glucose,% dry weight,45.74,(72)5d6f,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover husks,glucose,% dry weight,44.17,(72)8404,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover husks,xylan,% dry weight,21.89,(72)9e04,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover husks,xylose,% dry weight,24.24,(72)c070,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover husks,xylose,% dry weight,24.55,(72)c130,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover husks,glucan,% dry weight,40.21,(72)e144,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover husks,xylan,% dry weight,21.61,(72)e2a4,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
corn stover husks,lignin,% dry weight,18.49,(72)ed34,pass,caterpillar,2025-02-05 14:00:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
almond branches,glucan,% dry weight,21.75,(7e)0b62,pass,capstan,2025-09-26 11:35:00,,2026-07-08 03:54:13.565642,2026-07-08 03:54:13.565642
