resource_name,strain_name,observed_value,record_id,qc_pass,created_at,product_name,unit,provider_codename,sample_date
olive stems / leaves,Saccharomyces cerevisiae NS 22273,16.29498226,proco14-8f9c,pass,2026-07-08 03:54:31.034951,etohtiter,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Saccharomyces cerevisiae NS 22273,1.6,proco14-991d,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Saccharomyces cerevisiae NS 22273,12.38,proco14-99b8,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Saccharomyces cerevisiae NS 22273,2.78,proco14-9bfe,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Saccharomyces cerevisiae NS 22273,13.886,proco14-9d64,pass,2026-07-08 03:54:31.034951,sugart0,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Saccharomyces cerevisiae NS 22273,0.66,proco14-9eaa,pass,2026-07-08 03:54:31.034951,od600teof,,excellent,2026-07-08 03:54:31.034951
olive pomace,Saccharomyces cerevisiae NS 22273,100.0,proco14-9ef9,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Saccharomyces cerevisiae NS 22273,0.0,proco14-9fc7,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Saccharomyces cerevisiae NS 22273,15.405,proco14-a409,pass,2026-07-08 03:54:31.034951,sugart0,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Saccharomyces cerevisiae NS 22273,1.0,proco14-a6a1,pass,2026-07-08 03:54:31.034951,rel_growth,pc,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Saccharomyces cerevisiae NS 22273,1.54,proco14-b392,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Saccharomyces cerevisiae NS 22273,100.0,proco14-bdfc,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Saccharomyces cerevisiae NS 22273,19.0,proco14-be70,pass,2026-07-08 03:54:31.034951,rel_growth,pc,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Saccharomyces cerevisiae NS 22273,14.489,proco14-c067,pass,2026-07-08 03:54:31.034951,sugart0,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Saccharomyces cerevisiae NS 22273,0.0,proco14-c182,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Saccharomyces cerevisiae NS 22273,0.96,proco14-c545,pass,2026-07-08 03:54:31.034951,od600teof,,excellent,2026-07-08 03:54:31.034951
olive pomace,Saccharomyces cerevisiae NS 22273,12.55,proco14-c853,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Saccharomyces cerevisiae NS 22273,0.02,proco14-cb9c,pass,2026-07-08 03:54:31.034951,od600teof,,excellent,2026-07-08 03:54:31.034951
olive pomace,Saccharomyces cerevisiae NS 22273,100.0,proco14-ceb3,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,excellent,2026-07-08 03:54:31.034951
olive pomace,Saccharomyces cerevisiae NS 22273,0.0,proco14-d106,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Saccharomyces cerevisiae NS 22273,236.64,proco14-d70c,pass,2026-07-08 03:54:31.034951,etohyield,mol_pc,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Saccharomyces cerevisiae NS 22273,0.89,proco14-dbcf,pass,2026-07-08 03:54:31.034951,od600teof,,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Saccharomyces cerevisiae NS 22273,0.0,proco14-e255,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Saccharomyces cerevisiae NS 22273,27.0,proco14-e305,pass,2026-07-08 03:54:31.034951,rel_growth,pc,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Saccharomyces cerevisiae NS 22273,12.34,proco14-e608,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Saccharomyces cerevisiae NS 22273,0.0,proco14-e72c,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Saccharomyces cerevisiae NS 22273,5.0,proco14-e793,pass,2026-07-08 03:54:31.034951,rel_growth,pc,excellent,2026-07-08 03:54:31.034951
olive pomace,Saccharomyces cerevisiae NS 22273,98.5,proco14-ead2,pass,2026-07-08 03:54:31.034951,etohyield,mol_pc,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Saccharomyces cerevisiae NS 22273,12.84,proco14-ed17,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Saccharomyces cerevisiae NS 22273,12.73,proco14-f62f,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Saccharomyces cerevisiae NS 22273,229.39,proco14-fd21,pass,2026-07-08 03:54:31.034951,etohyield,mol_pc,excellent,2026-07-08 03:54:31.034951
olive pomace,Saccharomyces cerevisiae NS 22273,0.19,proco14-feb0,pass,2026-07-08 03:54:31.034951,od600teof,,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,58.0,proco15-0104,pass,2026-07-08 03:54:31.034951,rel_growth,pc,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco15-0765,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco15-07bc,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco15-090a,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,3.46,proco15-0bf3,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,2.33,proco15-0f94,pass,2026-07-08 03:54:31.034951,od600teof,,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco15-0fc2,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco15-1383,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,11.1,proco15-1590,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,21.25,proco15-15ba,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,3.25,proco15-193c,pass,2026-07-08 03:54:31.034951,od600teof,,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco15-23bf,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,100.0,proco15-2730,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,2.44,proco15-281e,pass,2026-07-08 03:54:31.034951,od600teof,,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco15-2b49,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco15-2ef0,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco15-3420,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,2.08,proco15-39e1,pass,2026-07-08 03:54:31.034951,od600teof,,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,31.0,proco15-4023,pass,2026-07-08 03:54:31.034951,rel_growth,pc,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,25.08,proco15-41e8,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,3.42,proco15-4705,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,2.99,proco15-4940,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,100.0,proco15-496b,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,1.09,proco15-4ae8,pass,2026-07-08 03:54:31.034951,od600teof,,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,23.98,proco15-4ce9,pass,2026-07-08 03:54:31.034951,sugart0,g_l,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,22.85,proco15-4ff3,pass,2026-07-08 03:54:31.034951,sugart0,g_l,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,100.0,proco15-56fb,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,3.787,proco15-57f4,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,16.43,proco15-609a,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,19.0,proco15-60f4,pass,2026-07-08 03:54:31.034951,rel_growth,pc,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco15-6302,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,100.0,proco15-6d2a,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco15-7536,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,1.73,proco15-81e2,pass,2026-07-08 03:54:31.034951,od600teof,,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco15-8490,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,3.618,proco15-8b44,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,44.0,proco15-8bab,pass,2026-07-08 03:54:31.034951,rel_growth,pc,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,3.28,proco15-8c08,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,10.91,proco15-9157,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,19.57,proco15-9b1a,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,20.53,proco15-9c42,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,21.48,proco15-9fff,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,3.63,proco15-a0f2,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco15-a38d,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco15-b4f5,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco15-b65e,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco15-c216,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,100.0,proco15-c689,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,37.0,proco15-c77d,pass,2026-07-08 03:54:31.034951,rel_growth,pc,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,3.204,proco15-c89c,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,24.5,proco15-cd7d,pass,2026-07-08 03:54:31.034951,sugart0,g_l,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco15-d0bb,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,14.26,proco15-d1a0,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,15.46,proco15-d69b,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,4.29,proco15-d910,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,29.37,proco15-d979,pass,2026-07-08 03:54:31.034951,sugart0,g_l,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,14.41,proco15-db15,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,3.25,proco15-e04f,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,26.94,proco15-e381,pass,2026-07-08 03:54:31.034951,sugart0,g_l,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,100.0,proco15-e406,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,42.0,proco15-e6c6,pass,2026-07-08 03:54:31.034951,rel_growth,pc,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,3.77,proco15-eabe,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,25.11,proco15-ee07,pass,2026-07-08 03:54:31.034951,sugart0,g_l,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,3.756,proco15-f616,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,23.16,proco15-faf4,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,jaguar,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco15-ffa3,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,jaguar,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco16-0566,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,100.0,proco16-0626,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,19.49,proco16-074f,pass,2026-07-08 03:54:31.034951,sugart0,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,100.0,proco16-0cb2,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,1.49,proco16-0edf,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,100.0,proco16-0fb3,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco16-10b3,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,18.03,proco16-124f,pass,2026-07-08 03:54:31.034951,sugart0,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,1.01,proco16-1976,pass,2026-07-08 03:54:31.034951,od600teof,,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco16-1b7b,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,20.41,proco16-1e5c,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,16.56,proco16-274d,pass,2026-07-08 03:54:31.034951,sugart0,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,16.2,proco16-2e1a,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,21.18,proco16-3562,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,17.33,proco16-482a,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,36.0,proco16-4bc6,pass,2026-07-08 03:54:31.034951,rel_growth,pc,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,21.7,proco16-4c3c,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,3.818,proco16-4ca5,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,4.941,proco16-4e72,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco16-4ee1,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,26.64,proco16-54eb,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco16-685f,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,1.33,proco16-6ce0,pass,2026-07-08 03:54:31.034951,od600teof,,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco16-72ef,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,1.54,proco16-74a0,pass,2026-07-08 03:54:31.034951,od600teof,,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco16-7943,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco16-8366,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,17.33,proco16-837f,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco16-84cf,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,44.0,proco16-87dc,pass,2026-07-08 03:54:31.034951,rel_growth,pc,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,5.422,proco16-8939,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco16-8955,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,27.0,proco16-8f70,pass,2026-07-08 03:54:31.034951,rel_growth,pc,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,4.23,proco16-9068,pass,2026-07-08 03:54:31.034951,3hptiter,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,23.41,proco16-90d9,pass,2026-07-08 03:54:31.034951,3hpyield,g_g,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,25.06,proco16-96c1,pass,2026-07-08 03:54:31.034951,sugart0,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,1.82,proco16-9af7,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,4.65,proco16-9f9c,pass,2026-07-08 03:54:31.034951,xylconct0,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,31.97,proco16-a247,pass,2026-07-08 03:54:31.034951,sugart0,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,15.07,proco16-a665,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco16-ab37,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco16-ac20,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,25.73,proco16-b293,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,100.0,proco16-b49f,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco16-b8de,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,100.0,proco16-c1fe,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco16-c513,pass,2026-07-08 03:54:31.034951,sugarteof,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,100.0,proco16-c6d2,pass,2026-07-08 03:54:31.034951,sugar_cons,pc,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,18.0,proco16-c966,pass,2026-07-08 03:54:31.034951,rel_growth,pc,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco16-cb1a,pass,2026-07-08 03:54:31.034951,gluconcteof,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,28.52,proco16-cd2b,pass,2026-07-08 03:54:31.034951,sugart0,g_l,excellent,2026-07-08 03:54:31.034951
olive stems / leaves,Rhodosporidium toruloides MCR-ALD6-g2945,0.0,proco16-d09d,pass,2026-07-08 03:54:31.034951,xylconcteof,g_l,excellent,2026-07-08 03:54:31.034951
olive pomace,Rhodosporidium toruloides MCR-ALD6-g2945,23.07,proco16-d170,pass,2026-07-08 03:54:31.034951,gluconct0,g_l,excellent,2026-07-08 03:54:31.034951
