sample_id,resource_id,resource_type,analysis_type,parameter,lab,method,protocol_version,unit,sample_mean,n_replicates,n_contributing_experiments,pooled_SD,pooled_RSD_percent,between_experiment_SD,between_experiment_RSD_percent,replicate_group_id
160,19,walnut shells,proximate,moisture,cutaway,knife mill (2mm),,% total weight,9.866666666666667,3,1,0.011547005383793295,0.11703045997087799,,,399
71,25,almond hulls,proximate,total solids,humorous,knife mill (2mm),,% total weight,84.58999999999999,3,1,0.09848857801796021,0.11643052135945173,,,400
179,14,olive stems / leaves,proximate,volatile solids,excellent,as is,,% total weight,47.669999999999995,3,1,3.2128647652834674,6.7398044163697675,,,401
160,19,walnut shells,proximate,total solids,cutaway,knife mill (2mm),,% total weight,90.13333333333333,3,1,0.011547005383790217,0.012811026683199207,,,402
179,14,olive stems / leaves,proximate,total solids,excellent,as is,,% total weight,50.169999999999995,3,1,3.1772787098396003,6.333025134222843,,,403
160,19,walnut shells,proximate,ash,cutaway,knife mill (2mm),,% total weight,1.1233333333333333,3,1,0.10115993936995675,9.005335848957575,,,404
71,25,almond hulls,proximate,moisture,humorous,knife mill (2mm),,% total weight,15.410000000000002,3,1,0.09848857801796067,0.639121207124988,,,405
160,19,walnut shells,proximate,volatile solids,cutaway,knife mill (2mm),,% total weight,89.00999999999999,3,1,0.08660254037844715,0.0972952930889194,,,406
179,14,olive stems / leaves,proximate,moisture,excellent,as is,,% total weight,49.830000000000005,3,1,3.1772787098396003,6.376236624201486,,,407
71,25,almond hulls,proximate,ash,humorous,knife mill (2mm),,% total weight,6.783333333333334,3,1,0.24785748593361728,3.653918711552097,,,408
56,33,sweet potato culls,proximate,moisture,tackle,oven dry + knife mill (2mm),,% total weight,3.43,1,1,,,,,409
56,33,sweet potato culls,proximate,volatile solids,tackle,oven dry + knife mill (2mm),,% total weight,4.78,3,1,0.04999999999999982,1.0460251046025069,,,410
56,33,sweet potato culls,proximate,ash,tackle,oven dry + knife mill (2mm),,% total weight,4.933333333333333,3,1,0.06658328118479381,1.349661105097172,,,411
56,33,sweet potato culls,proximate,total solids,tackle,oven dry + knife mill (2mm),,% total weight,90.28333333333335,3,1,0.11930353445448248,0.13214347548955044,,,412
64,23,grape pomace,proximate,volatile solids,ebony,oven dry + knife mill (2mm),,% total weight,6.253333333333333,3,1,0.3629508690350985,5.804118374761703,,,413
64,23,grape pomace,proximate,total solids,ebony,oven dry + knife mill (2mm),,% total weight,87.01,3,1,0.8272242743053378,0.9507232206704263,,,414
64,23,grape pomace,proximate,moisture,ebony,oven dry + knife mill (2mm),,% total weight,2.19,1,1,,,,,415
64,23,grape pomace,proximate,ash,ebony,oven dry + knife mill (2mm),,% total weight,6.733333333333333,3,1,0.46014490471299724,6.83383521850986,,,416
35,13,walnut hulls,proximate,ash,energetic,oven dry,,% total weight,25.566666666666666,3,1,0.664630223006247,2.599596700154812,,,417
35,13,walnut hulls,proximate,moisture,energetic,oven dry,,% total weight,6.66,3,1,0.040000000000000036,0.6006006006006012,,,418
35,13,walnut hulls,proximate,volatile solids,energetic,oven dry,,% total weight,67.77666666666667,3,1,0.6653069467045579,0.9816165052445156,,,419
35,13,walnut hulls,proximate,total solids,energetic,oven dry,,% total weight,93.33999999999999,3,1,0.03999999999999915,0.042854081851295425,,,420
89,36,peach screening waste,proximate,volatile solids,rushes,as is,,% total weight,2.453333333333333,3,1,0.23007245235649862,9.377953221052932,,,421
89,36,peach screening waste,proximate,moisture,rushes,as is,,% total weight,97.31333333333333,3,1,0.25006665778014725,0.256970601267535,,,422
89,36,peach screening waste,proximate,ash,rushes,as is,,% total weight,0.2333333333333333,3,1,0.023094010767585035,9.897433186107873,,,423
89,36,peach screening waste,proximate,total solids,rushes,as is,,% total weight,2.686666666666667,3,1,0.25006665778014736,9.30769197692856,,,424
49,31,almond shells,proximate,ash,tiny,knife mill (2mm),,% total weight,6.72,6,2,0.44045431091090487,6.554379626650371,0.3771236166328259,5.611958580845624,"425,431"
49,31,almond shells,proximate,moisture,tiny,knife mill (2mm),,% total weight,7.1325,4,2,3.2096767750039876,45.00072590261462,4.53726851261368,63.61399947583146,"426,432"
49,31,almond shells,proximate,total solids,tiny,knife mill (2mm),,% total weight,89.42166666666667,6,2,2.086896419726354,2.33377043564351,2.6045099773704528,2.91261623100716,"427,429"
49,31,almond shells,proximate,volatile solids,tiny,knife mill (2mm),,% total weight,45.12166666666667,6,2,42.893568942985695,95.06202255306547,55.37353203471853,122.72049355753376,"428,430"
59,37,tomato pomace,proximate,volatile solids,oakleaf,oven dry + knife mill (2mm),,% total weight,0.9899999999999999,3,1,2.946183972531247,297.5943406597219,,,433
59,37,tomato pomace,proximate,ash,oakleaf,oven dry + knife mill (2mm),,% total weight,2.6933333333333334,3,1,0.06806859285554043,2.5272992396859073,,,434
59,37,tomato pomace,proximate,total solids,oakleaf,oven dry + knife mill (2mm),,% total weight,96.31333333333333,3,1,2.963517054672262,3.076954095665808,,,435
59,37,tomato pomace,proximate,moisture,oakleaf,oven dry + knife mill (2mm),,% total weight,2.01,1,1,,,,,436
144,25,almond hulls,proximate,ash,tiny,knife mill (2mm),,% total weight,9.75,3,1,3.1715453646448126,32.528670406613465,,,437
144,25,almond hulls,proximate,volatile solids,tiny,knife mill (2mm),,% total weight,75.07666666666667,3,1,3.176670164391222,4.231234956788024,,,438
144,25,almond hulls,proximate,moisture,tiny,knife mill (2mm),,% total weight,15.173333333333332,3,1,0.06658328118479424,0.4388177582477653,,,439
144,25,almond hulls,proximate,total solids,tiny,knife mill (2mm),,% total weight,84.82666666666667,3,1,0.06658328118479848,0.07849333682583913,,,440
68,24,corn stover cobs,proximate,volatile solids,caterpillar,knife mill (2mm),,% total weight,85.03,3,1,0.7544534445544042,0.8872791303709329,,,441
68,24,corn stover cobs,proximate,moisture,caterpillar,knife mill (2mm),,% total weight,4.92,3,1,0.03000000000000025,0.6097560975609807,,,442
68,24,corn stover cobs,proximate,ash,caterpillar,knife mill (2mm),,% total weight,10.049999999999999,3,1,0.7835177087979567,7.7961961074423565,,,443
68,24,corn stover cobs,proximate,total solids,caterpillar,knife mill (2mm),,% total weight,95.08,3,1,0.030000000000001137,0.03155237694573111,,,444
44,19,walnut shells,proximate,total solids,energetic,as is,,% total weight,91.19999999999999,3,1,0.00999999999999801,0.010964912280699573,,,445
44,19,walnut shells,proximate,ash,energetic,as is,,% total weight,1.24,3,1,0.02645751311064593,2.133670412148865,,,446
44,19,walnut shells,proximate,volatile solids,energetic,as is,,% total weight,89.96,3,1,0.036055512754636664,0.040079493946906034,,,447
44,19,walnut shells,proximate,moisture,energetic,as is,,% total weight,8.799999999999999,3,1,0.010000000000000675,0.11363636363637133,,,448
20,34,grape stem,proximate,ash,maplewood,as is,,% total weight,2.926666666666667,3,1,0.25006665778014736,8.544418830756742,,,449
20,34,grape stem,proximate,moisture,maplewood,as is,,% total weight,69.38333333333334,3,1,1.1238475578713258,1.6197658773067392,,,450
48,25,almond hulls,proximate,volatile solids,vibrant,knife mill (2mm),,% total weight,42.605000000000004,6,2,41.62954467682778,97.71046749636844,53.74247239278157,126.1412331716502,"451,455"
20,34,grape stem,proximate,volatile solids,maplewood,as is,,% total weight,27.689999999999998,3,1,0.9701546268507912,3.5036281215268734,,,452
48,25,almond hulls,proximate,total solids,vibrant,knife mill (2mm),,% total weight,88.53666666666668,6,2,2.4055907105463032,2.7170558833021756,3.0782715207654308,3.476832409282893,"453,456"
48,25,almond hulls,proximate,ash,vibrant,knife mill (2mm),,% total weight,5.218333333333333,6,2,0.6636992290689112,12.718605475609927,0.7566042558696061,14.498963702387854,"454,457"
48,25,almond hulls,proximate,moisture,vibrant,knife mill (2mm),,% total weight,10.475,4,2,6.330584491182469,60.43517414016677,8.95197184982169,85.4603517882739,"458,460"
20,34,grape stem,proximate,total solids,maplewood,as is,,% total weight,30.616666666666664,3,1,1.1238475578713218,3.670705142747922,,,459
225,2,grape vine prunings,proximate,volatile solids,boatswain,chipper (1in) + knife mill (2mm),,% total weight,61.88333333333333,3,1,0.7081195755896977,1.1442815657253398,,,461
225,2,grape vine prunings,proximate,ash,boatswain,chipper (1in) + knife mill (2mm),,% total weight,2.6999999999999997,3,1,0.0793725393319377,2.939723678960656,,,462
225,2,grape vine prunings,proximate,moisture,boatswain,chipper (1in) + knife mill (2mm),,% total weight,35.413333333333334,3,1,0.6638021793677172,1.8744413950519123,,,463
225,2,grape vine prunings,proximate,total solids,boatswain,chipper (1in) + knife mill (2mm),,% total weight,64.58666666666666,3,1,0.6638021793677172,1.0277696831663665,,,464
47,31,almond shells,proximate,total solids,vibrant,knife mill (2mm),,% total weight,89.61833333333334,6,2,1.4404362765032903,1.607300898071403,1.8031222920256942,2.0120015904770536,"465,466"
47,31,almond shells,proximate,volatile solids,vibrant,knife mill (2mm),,% total weight,44.16,6,2,43.562686785826244,98.64738855486016,56.23855933037008,127.3518100778308,"467,469"
47,31,almond shells,proximate,moisture,vibrant,knife mill (2mm),,% total weight,9.515,4,2,4.283771702600408,45.0212475312707,6.057548092164756,63.663143375352135,"468,470"
47,31,almond shells,proximate,ash,vibrant,knife mill (2mm),,% total weight,4.565,6,2,0.23813861509633402,5.21661807439943,0.2097750117520086,4.595290509353967,"471,472"
136,23,grape pomace,proximate,moisture,rigging,as is,,% total weight,60.19,3,1,1.8476200908195368,3.0696462715061252,,,473
136,23,grape pomace,proximate,ash,rigging,as is,,% total weight,2.896666666666667,3,1,0.2967041174863155,10.242949970758875,,,474
136,23,grape pomace,proximate,total solids,rigging,as is,,% total weight,39.81,3,1,1.8476200908195368,4.641095430342971,,,475
136,23,grape pomace,proximate,volatile solids,rigging,as is,,% total weight,36.910000000000004,3,1,1.889364972682618,5.118843057931774,,,476
77,5,alfalfa,proximate,volatile solids,possessive,knife mill (2mm),,% total weight,83.41333333333334,3,1,0.2829016319029137,0.3391563681700531,,,477
77,5,alfalfa,proximate,moisture,possessive,knife mill (2mm),,% total weight,9.333333333333334,3,1,0.21385353243127264,2.291287847477921,,,478
77,5,alfalfa,proximate,total solids,possessive,knife mill (2mm),,% total weight,90.66666666666667,3,1,0.21385353243127098,0.2358678666521371,,,479
77,5,alfalfa,proximate,ash,possessive,knife mill (2mm),,% total weight,7.253333333333333,3,1,0.26501572280401264,3.6537094136582624,,,480
81,27,rice straw,proximate,total solids,possessive,knife mill (2mm),,% total weight,93.08666666666666,3,1,0.18230011885167102,0.19583913075807963,,,481
81,27,rice straw,proximate,moisture,possessive,knife mill (2mm),,% total weight,6.913333333333334,3,1,0.18230011885167108,2.6369351810752804,,,482
81,27,rice straw,proximate,ash,possessive,knife mill (2mm),,% total weight,12.12,3,1,0.3499999999999999,2.8877887788778875,,,483
81,27,rice straw,proximate,volatile solids,possessive,knife mill (2mm),,% total weight,80.96666666666665,3,1,0.2532455988429671,0.31277760252322,,,484
145,35,almond branches,proximate,ash,humorous,knife mill (2mm),,% total weight,4.180000000000001,3,1,0.04358898943540682,1.0427987903207374,,,485
145,35,almond branches,proximate,volatile solids,humorous,knife mill (2mm),,% total weight,85.65666666666668,3,1,0.08020806277010435,0.09363901946153753,,,486
145,35,almond branches,proximate,total solids,humorous,knife mill (2mm),,% total weight,89.83666666666666,3,1,0.05507570547286469,0.06130648822626028,,,487
145,35,almond branches,proximate,moisture,humorous,knife mill (2mm),,% total weight,10.163333333333332,3,1,0.055075705472860864,0.5419059246263779,,,488
55,22,walnut tree sticks,proximate,volatile solids,energetic,oven dry + knife mill (2mm),,% total weight,5.566666666666667,3,1,0.8548879068821438,15.357267788301982,,,489
55,22,walnut tree sticks,proximate,ash,energetic,oven dry + knife mill (2mm),,% total weight,5.613333333333333,3,1,0.239652526240249,4.269344291690897,,,490
55,22,walnut tree sticks,proximate,moisture,energetic,oven dry + knife mill (2mm),,% total weight,1.57,1,1,,,,,491
55,22,walnut tree sticks,proximate,total solids,energetic,oven dry + knife mill (2mm),,% total weight,88.82000000000001,3,1,1.094120651482276,1.2318404092347175,,,492
314,125,#n/a,proximate,total solids,,#n/a,,% total weight,45.35666666666666,3,1,2.995402032003941,6.604105310510637,,,493
314,125,#n/a,proximate,volatile solids,,#n/a,,% total weight,42.346666666666664,3,1,3.3576827326793888,7.929036679815937,,,494
314,125,#n/a,proximate,ash,,#n/a,,% total weight,3.0066666666666664,3,1,0.42335957923889395,14.080695540096253,,,495
140,9,pistachio hulls,proximate,total solids,stuntman,as is,,% total weight,13.219999999999999,3,1,0.9813765841918182,7.423423481027369,,,496
140,9,pistachio hulls,proximate,ash,stuntman,as is,,% total weight,1.1166666666666667,3,1,0.015275252316519385,1.3679330432703927,,,497
140,9,pistachio hulls,proximate,volatile solids,stuntman,as is,,% total weight,12.1,3,1,0.9759610647971564,8.065793923943442,,,498
314,125,#n/a,proximate,moisture,,#n/a,,% total weight,54.64333333333334,3,1,2.995402032003941,5.481733725377797,,,499
140,9,pistachio hulls,proximate,moisture,stuntman,as is,,% total weight,86.78000000000002,3,1,0.9813765841918218,1.1308787556946551,,,500
8,37,tomato pomace,proximate,ash,pinecrest,as is,,% total weight,0.8566666666666668,3,1,0.10016652800877811,11.692590818145304,,,501
8,37,tomato pomace,proximate,total solids,pinecrest,as is,,% total weight,19.193333333333335,3,1,0.1069267662156366,0.5571036794840392,,,502
8,37,tomato pomace,proximate,moisture,pinecrest,as is,,% total weight,80.80666666666667,3,1,0.1069267662156418,0.13232418886516187,,,503
8,37,tomato pomace,proximate,volatile solids,pinecrest,as is,,% total weight,18.33666666666667,3,1,0.055075705472860274,0.30035832833772186,,,504
138,11,pistachio stems & leaves,proximate,ash,tripod,as is,,% total weight,6.326666666666667,3,1,0.9157692576917689,14.474751175317738,,,505
37,33,sweet potato culls,proximate,total solids,tackle,oven dry,,% total weight,87.45666666666666,3,1,0.03214550253664342,0.03675592011660261,,,506
37,33,sweet potato culls,proximate,moisture,tackle,oven dry,,% total weight,12.543333333333331,3,1,0.032145502536643514,0.25627559821932117,,,507
37,33,sweet potato culls,proximate,ash,tackle,oven dry,,% total weight,4.853333333333333,3,1,0.037859388972002035,0.7800698277198223,,,508
138,11,pistachio stems & leaves,proximate,volatile solids,tripod,as is,,% total weight,32.303333333333335,3,1,1.0622774276681837,3.2884452409499025,,,509
37,33,sweet potato culls,proximate,volatile solids,tackle,oven dry,,% total weight,82.60333333333334,3,1,0.005773502691899211,0.006989430642709185,,,510
138,11,pistachio stems & leaves,proximate,total solids,tripod,as is,,% total weight,38.629999999999995,3,1,1.750771258617185,4.5321544359751105,,,511
138,11,pistachio stems & leaves,proximate,moisture,tripod,as is,,% total weight,61.370000000000005,3,1,1.750771258617185,2.852812870485881,,,512
69,29,corn stover stalks,proximate,total solids,caterpillar,knife mill (2mm),,% total weight,87.19333333333334,3,1,0.0929157324317743,0.10656288603689995,,,513
69,29,corn stover stalks,proximate,moisture,caterpillar,knife mill (2mm),,% total weight,12.806666666666665,3,1,0.09291573243177575,0.7255262813517108,,,514
69,29,corn stover stalks,proximate,ash,caterpillar,knife mill (2mm),,% total weight,4.8500000000000005,3,1,0.20074859899884703,4.139146371110248,,,515
69,29,corn stover stalks,proximate,volatile solids,caterpillar,knife mill (2mm),,% total weight,82.33666666666666,3,1,0.21361959960015595,0.2594464996560738,,,516
80,20,wheat straw,proximate,total solids,possessive,knife mill (2mm),,% total weight,93.37333333333333,3,1,0.02309401076758864,0.024732983115366956,,,517
80,20,wheat straw,proximate,ash,possessive,knife mill (2mm),,% total weight,13.066666666666668,3,1,0.17785762095938787,1.3611552624442949,,,518
80,20,wheat straw,proximate,moisture,possessive,knife mill (2mm),,% total weight,6.626666666666666,3,1,0.023094010767585053,0.34850116852492535,,,519
80,20,wheat straw,proximate,volatile solids,possessive,knife mill (2mm),,% total weight,80.30666666666666,3,1,0.1929594085120804,0.2402781942288898,,,520
152,10,cotton stem mix,proximate,ash,schooner,knife mill (2mm),,% total weight,7.836666666666667,3,1,0.5006329327294932,6.388340273026285,,,521
152,10,cotton stem mix,proximate,total solids,schooner,knife mill (2mm),,% total weight,87.52666666666666,3,1,0.06429100507328168,0.07345304867843898,,,522
152,10,cotton stem mix,proximate,volatile solids,schooner,knife mill (2mm),,% total weight,79.69333333333333,3,1,0.48418316093533215,0.6075579232081297,,,523
152,10,cotton stem mix,proximate,moisture,schooner,knife mill (2mm),,% total weight,12.473333333333334,3,1,0.06429100507328601,0.5154276195079049,,,524
26,18,lees,proximate,ash,maplewood,as is,,% total weight,3.66,3,1,0.1216552506059645,3.3239139509826363,,,525
26,18,lees,proximate,total solids,maplewood,as is,,% total weight,11.716666666666667,3,1,0.04725815626252608,0.4033413052278186,,,526
26,18,lees,proximate,volatile solids,maplewood,as is,,% total weight,8.056666666666667,3,1,0.1588500340992516,1.9716595047486754,,,527
26,18,lees,proximate,moisture,maplewood,as is,,% total weight,88.28333333333335,3,1,0.047258156262520695,0.05353009959885296,,,528
16,23,grape pomace,proximate,ash,maplewood,as is,,% total weight,3.24,3,1,0.13999999999999987,4.320987654320983,,,529
16,23,grape pomace,proximate,moisture,maplewood,as is,,% total weight,54.71333333333333,3,1,0.5774368652357845,1.0553860093257912,,,530
16,23,grape pomace,proximate,volatile solids,maplewood,as is,,% total weight,42.04666666666667,3,1,0.5873102530463197,1.3968057389717448,,,531
16,23,grape pomace,proximate,total solids,maplewood,as is,,% total weight,45.28666666666667,3,1,0.5774368652357845,1.275070363394195,,,532
60,37,tomato pomace,proximate,ash,pinecrest,oven dry + knife mill (2mm),,% total weight,4.6899999999999995,3,1,0.23065125189341587,4.917937140584561,,,533
60,37,tomato pomace,proximate,volatile solids,pinecrest,oven dry + knife mill (2mm),,% total weight,4.72,3,1,0.16822603841260733,3.5641109833179523,,,534
60,37,tomato pomace,proximate,moisture,pinecrest,oven dry + knife mill (2mm),,% total weight,2.54,1,1,,,,,535
60,37,tomato pomace,proximate,total solids,pinecrest,oven dry + knife mill (2mm),,% total weight,90.58666666666666,3,1,0.39513710700633237,0.4361978661388715,,,536
223,22,walnut tree sticks,proximate,total solids,badger,chipper (1in) + knife mill (2mm),,% total weight,67.0,3,1,0.6677574409918623,0.9966528970027795,,,537
223,22,walnut tree sticks,proximate,ash,badger,chipper (1in) + knife mill (2mm),,% total weight,2.7466666666666666,3,1,0.12701705922171752,4.6244074959363175,,,538
223,22,walnut tree sticks,proximate,moisture,badger,chipper (1in) + knife mill (2mm),,% total weight,33.0,3,1,0.6677574409918623,2.0235073969450372,,,539
223,22,walnut tree sticks,proximate,volatile solids,badger,chipper (1in) + knife mill (2mm),,% total weight,64.25333333333334,3,1,0.587735768295021,0.9147163856012984,,,540
61,37,tomato pomace,proximate,volatile solids,riverstone,oven dry + knife mill (2mm),,% total weight,3.48,3,1,0.7279423054061358,20.917882339256778,,,541
61,37,tomato pomace,proximate,total solids,riverstone,oven dry + knife mill (2mm),,% total weight,93.62666666666667,3,1,0.7694370236304796,0.8218139671359438,,,542
61,37,tomato pomace,proximate,moisture,riverstone,oven dry + knife mill (2mm),,% total weight,0.36,1,1,,,,,543
61,37,tomato pomace,proximate,ash,riverstone,oven dry + knife mill (2mm),,% total weight,2.893333333333333,3,1,0.06027713773341713,2.083311211984463,,,544
147,31,almond shells,proximate,moisture,humorous,knife mill (2mm),,% total weight,7.686666666666667,3,1,0.015275252316519626,0.1987240110561963,,,545
147,31,almond shells,proximate,ash,humorous,knife mill (2mm),,% total weight,4.3,3,1,0.2066397831977183,4.80557635343531,,,546
147,31,almond shells,proximate,total solids,humorous,knife mill (2mm),,% total weight,92.31333333333333,3,1,0.015275252316519529,0.016547178793081024,,,547
147,31,almond shells,proximate,volatile solids,humorous,knife mill (2mm),,% total weight,88.01333333333334,3,1,0.21031722072463238,0.2389606355756314,,,548
67,21,corn stover husks,proximate,volatile solids,caterpillar,knife mill (2mm),,% total weight,76.87333333333333,3,1,0.14571661996263102,0.18955418432394983,,,549
67,21,corn stover husks,proximate,total solids,caterpillar,knife mill (2mm),,% total weight,81.64333333333333,3,1,0.07571877794400485,0.09274336905728761,,,550
67,21,corn stover husks,proximate,moisture,caterpillar,knife mill (2mm),,% total weight,18.356666666666666,3,1,0.07571877794400407,0.4124865331977705,,,551
67,21,corn stover husks,proximate,ash,caterpillar,knife mill (2mm),,% total weight,4.766666666666667,3,1,0.14011899704655773,2.939559378599113,,,552
4,37,tomato pomace,proximate,total solids,oakleaf,as is,,% total weight,37.22333333333333,3,1,0.803077414284161,2.157457009807901,,,553
4,37,tomato pomace,proximate,volatile solids,oakleaf,as is,,% total weight,36.36666666666667,3,1,0.9511221442766107,2.61536794943156,,,554
4,37,tomato pomace,proximate,ash,oakleaf,as is,,% total weight,0.86,3,1,0.15716233645501712,18.274690285467106,,,555
4,37,tomato pomace,proximate,moisture,oakleaf,as is,,% total weight,62.77666666666667,3,1,0.803077414284161,1.2792610008243417,,,556
177,23,grape pomace,proximate,ash,boatswain,as is,,% total weight,5.136666666666666,3,1,0.3707200201409864,7.217132124743408,,,557
177,23,grape pomace,proximate,moisture,boatswain,as is,,% total weight,53.75,3,1,0.5200000000000031,0.967441860465122,,,558
177,23,grape pomace,proximate,total solids,boatswain,as is,,% total weight,46.25,3,1,0.5200000000000031,1.124324324324331,,,559
177,23,grape pomace,proximate,volatile solids,boatswain,as is,,% total weight,41.11333333333333,3,1,0.7044383105235938,1.7134059766262217,,,560
113,23,grape pomace,proximate,total solids,boatswain,as is,,% total weight,34.809999999999995,3,1,2.2554157044766745,6.479217766379416,,,561
113,23,grape pomace,proximate,moisture,boatswain,as is,,% total weight,65.19,3,1,2.2554157044766714,3.459757178212412,,,562
113,23,grape pomace,proximate,ash,boatswain,as is,,% total weight,1.5633333333333332,3,1,0.18876793513023696,12.07470800406633,,,563
113,23,grape pomace,proximate,volatile solids,boatswain,as is,,% total weight,33.25333333333333,3,1,2.0926617818781263,6.293088758655152,,,564
150,35,almond branches,proximate,ash,capstan,knife mill (2mm),,% total weight,3.1133333333333333,3,1,0.02516611478423597,0.8083334513137893,,,565
150,35,almond branches,proximate,moisture,capstan,knife mill (2mm),,% total weight,10.916666666666666,3,1,0.06350852961085851,0.5817575231529024,,,566
51,15,almond shells and hulls mix,proximate,total solids,tiny,knife mill (2mm),,% total weight,89.27833333333335,6,2,0.19903935959168345,0.22294251265706508,0.016499158227691203,0.018480584943369464,"567,572"
51,15,almond shells and hulls mix,proximate,moisture,tiny,knife mill (2mm),,% total weight,9.610000000000001,4,2,2.2468199749868702,23.380020551372215,3.177266470131554,33.06208605756039,"568,576"
51,15,almond shells and hulls mix,proximate,ash,tiny,knife mill (2mm),,% total weight,6.425,6,2,0.9758022340618,15.18758340952218,1.2421509122843686,19.33308812893959,"569,570"
51,15,almond shells and hulls mix,proximate,volatile solids,tiny,knife mill (2mm),,% total weight,43.56333333333333,6,2,42.065533951997644,96.56178885606622,54.30580079512684,124.65942488742867,"571,574"
150,35,almond branches,proximate,volatile solids,capstan,knife mill (2mm),,% total weight,85.97333333333334,3,1,0.07023769168568511,0.0816970669420965,,,573
150,35,almond branches,proximate,total solids,capstan,knife mill (2mm),,% total weight,89.08333333333333,3,1,0.06350852961085851,0.07129114642940151,,,575
57,19,walnut shells,proximate,volatile solids,energetic,oven dry + knife mill (2mm),,% total weight,1.7833333333333332,3,1,0.3156474826976027,17.699858842856226,,,577
57,19,walnut shells,proximate,ash,energetic,oven dry + knife mill (2mm),,% total weight,1.6433333333333333,3,1,0.07767453465154023,4.726645110641393,,,578
57,19,walnut shells,proximate,total solids,energetic,oven dry + knife mill (2mm),,% total weight,96.57666666666667,3,1,0.2814841617806122,0.2914618732412372,,,579
57,19,walnut shells,proximate,moisture,energetic,oven dry + knife mill (2mm),,% total weight,3.09,1,1,,,,,580
95,37,tomato pomace,proximate,ash,oakleaf,oven dry + knife mill (2mm),,% total weight,3.6666666666666665,3,1,0.011547005383792526,0.31491832864888714,,,581
95,37,tomato pomace,proximate,total solids,oakleaf,oven dry + knife mill (2mm),,% total weight,97.41000000000001,3,1,0.026457513110643326,0.027160982558919335,,,582
95,37,tomato pomace,proximate,volatile solids,oakleaf,oven dry + knife mill (2mm),,% total weight,93.74000000000001,3,1,0.020000000000003126,0.02133560913164404,,,583
95,37,tomato pomace,proximate,moisture,oakleaf,oven dry + knife mill (2mm),,% total weight,2.59,3,1,0.026457513110645845,1.021525602727639,,,584
247,95,olive prunings,proximate,total solids,excellent,chipper (1in) + freeze,,% total weight,83.57,3,1,1.0551303237041427,1.2625706876919263,,,585
247,95,olive prunings,proximate,volatile solids,excellent,chipper (1in) + freeze,,% total weight,80.40333333333335,3,1,0.9617865321022774,1.1962023118058254,,,586
247,95,olive prunings,proximate,moisture,excellent,chipper (1in) + freeze,,% total weight,16.430000000000003,3,1,1.0551303237041392,6.421973972636269,,,587
247,95,olive prunings,proximate,ash,excellent,chipper (1in) + freeze,,% total weight,3.16,3,1,0.10440306508910546,3.303894464845109,,,588
146,25,almond hulls,proximate,ash,humorous,knife mill (2mm),,% total weight,8.416666666666666,3,1,0.3707200201409866,4.404594298704791,,,589
146,25,almond hulls,proximate,moisture,humorous,knife mill (2mm),,% total weight,12.363333333333335,3,1,0.08621678104251718,0.6973587034983864,,,590
146,25,almond hulls,proximate,total solids,humorous,knife mill (2mm),,% total weight,87.63666666666667,3,1,0.08621678104251779,0.09837980416399275,,,591
146,25,almond hulls,proximate,volatile solids,humorous,knife mill (2mm),,% total weight,79.22333333333331,3,1,0.3521836642056714,0.4445453749387867,,,592
158,10,cotton stem mix,proximate,ash,schooner,knife mill (2mm),,% total weight,7.763333333333333,3,1,0.44298231717906456,5.706083948206071,,,593
158,10,cotton stem mix,proximate,moisture,schooner,knife mill (2mm),,% total weight,15.156666666666666,3,1,0.06658328118479354,0.43930029371977264,,,594
158,10,cotton stem mix,proximate,volatile solids,schooner,knife mill (2mm),,% total weight,77.08,3,1,0.43034869582699986,0.5583143433147377,,,595
158,10,cotton stem mix,proximate,total solids,schooner,knife mill (2mm),,% total weight,84.84333333333333,3,1,0.06658328118479527,0.07847791755564602,,,596
151,8,rice hulls,proximate,moisture,sextant,knife mill (2mm),,% total weight,8.936666666666666,3,1,0.037859388972002035,0.4236410552629844,,,597
151,8,rice hulls,proximate,total solids,sextant,knife mill (2mm),,% total weight,91.06333333333333,3,1,0.03785938897200493,0.041574789310009436,,,598
151,8,rice hulls,proximate,ash,sextant,knife mill (2mm),,% total weight,19.316666666666666,3,1,0.14153915830374816,0.7327307591220785,,,599
151,8,rice hulls,proximate,volatile solids,sextant,knife mill (2mm),,% total weight,71.75,3,1,0.12767145334803726,0.17793930780214254,,,600
165,14,olive stems / leaves,proximate,total solids,excellent,oven dry + knife mill (2mm),,% total weight,99.02666666666666,3,1,0.03055050463304061,0.030850785613007213,,,601
72,35,almond branches,proximate,total solids,humorous,knife mill (2mm),,% total weight,81.80333333333334,3,1,0.06110100926607966,0.07469256664285846,,,602
72,35,almond branches,proximate,volatile solids,humorous,knife mill (2mm),,% total weight,79.35333333333334,3,1,0.11015141094572463,0.13881132186724937,,,603
165,14,olive stems / leaves,proximate,moisture,excellent,oven dry + knife mill (2mm),,% total weight,0.9733333333333333,3,1,0.03055050463303896,3.138750475997153,,,604
165,14,olive stems / leaves,proximate,volatile solids,excellent,oven dry + knife mill (2mm),,% total weight,95.61666666666667,3,1,0.25813433195399604,0.26996792604566433,,,605
72,35,almond branches,proximate,moisture,humorous,knife mill (2mm),,% total weight,18.19666666666667,3,1,0.061101009266078504,0.3357813295443039,,,606
165,14,olive stems / leaves,proximate,ash,excellent,oven dry + knife mill (2mm),,% total weight,3.41,3,1,0.25119713374160957,7.366484860457759,,,607
72,35,almond branches,proximate,ash,humorous,knife mill (2mm),,% total weight,2.4533333333333336,3,1,0.13576941236277534,5.534079308265299,,,608
