replicate_group_id,sample_id,resource_id,resource_type,analysis_type,parameter,lab,method,protocol_version,experiment_id,n_replicates,mean,standard_deviation,RSD_percent,existing_QC_status,rsd_gt_20,dixon_flag_0_05,flag_3xSD,dixon_candidate_record_id,flag_category
1242,80,20,wheat straw,xrf,mn,possessive,knife mill (2mm),,47.0,3,87.33333333333333,17.47378989610821,20.00815636958956,pass,True,False,False,(62)5479,RSD_only
1243,152,10,cotton stem mix,xrf,mn,schooner,knife mill (2mm),,47.0,3,53.0,12.489995996796797,23.566030182635465,pass,True,False,False,(62)55f5,RSD_only
1244,152,10,cotton stem mix,xrf,mg,schooner,knife mill (2mm),,47.0,3,9750.0,2279.495558232128,23.37944162289362,pass,True,False,False,(62)4f6a,RSD_only
1247,152,10,cotton stem mix,xrf,k,schooner,knife mill (2mm),,47.0,3,19933.33333333333,57.735026918962575,0.2896406032723875,pass,False,True,False,(62)a275,Dixon_only
1250,80,20,wheat straw,xrf,pb,possessive,knife mill (2mm),,47.0,3,5.333333333333333,1.1547005383792517,21.65063509461097,pass,True,True,False,(62)6c63,RSD_and_Dixon
1257,80,20,wheat straw,xrf,zn,possessive,knife mill (2mm),,47.0,3,19.666666666666668,4.041451884327381,20.549755344037525,pass,True,False,False,(62)56ec,RSD_only
1259,152,10,cotton stem mix,xrf,u,schooner,knife mill (2mm),,47.0,3,22.0,1.7320508075688772,7.872958216222169,pass,False,True,False,(62)fdc0,Dixon_only
1261,80,20,wheat straw,xrf,sr,possessive,knife mill (2mm),,47.0,3,18.33333333333333,1.1547005383792517,6.298366572977736,pass,False,True,False,(62)6a74,Dixon_only
1262,152,10,cotton stem mix,xrf,ba,schooner,knife mill (2mm),,47.0,3,24.666666666666668,5.859465277082315,23.75458896114452,pass,True,False,False,(62)d9c3,RSD_only
1264,152,10,cotton stem mix,xrf,rb,schooner,knife mill (2mm),,47.0,3,17.666666666666668,0.5773502691896258,3.268020391639391,pass,False,True,False,(62)fb45,Dixon_only
1268,80,20,wheat straw,xrf,fe,possessive,knife mill (2mm),,47.0,3,382.3333333333333,23.96525262402492,6.268156745603728,pass,False,True,False,(62)b482,Dixon_only
1271,80,20,wheat straw,xrf,u,possessive,knife mill (2mm),,47.0,3,21.33333333333333,2.309401076758504,10.825317547305485,pass,False,True,False,(62)b4b7,Dixon_only
1277,123,26,spent oak chips,xrf,u,rigging,oven dry + knife mill (2mm),,47.0,3,20.666666666666668,1.1547005383792517,5.587260669577023,pass,False,True,False,(65)0179,Dixon_only
1278,117,23,grape pomace,xrf,u,rigging,oven dry + knife mill (2mm),,47.0,3,12.666666666666666,0.5773502691896257,4.5580284409707295,pass,False,True,False,(65)efe3,Dixon_only
1280,117,23,grape pomace,xrf,pr,rigging,oven dry + knife mill (2mm),,47.0,2,100.5,31.81980515339464,31.66149766506929,pass,True,,False,,RSD_only
1292,123,26,spent oak chips,xrf,la,rigging,oven dry + knife mill (2mm),,47.0,2,38.0,8.48528137423857,22.329687826943605,pass,True,,False,,RSD_only
1294,123,26,spent oak chips,xrf,cu,rigging,oven dry + knife mill (2mm),,47.0,3,9.0,2.6457513110645907,29.397236789606563,pass,True,False,False,(65)3505,RSD_only
1295,117,23,grape pomace,xrf,th,rigging,oven dry + knife mill (2mm),,47.0,3,36.0,1.7320508075688772,4.811252243246881,pass,False,True,False,(65)3cab,Dixon_only
1296,117,23,grape pomace,xrf,mo,rigging,oven dry + knife mill (2mm),,47.0,3,5.333333333333333,1.5275252316519463,28.641098093474,pass,True,False,False,(65)53d6,RSD_only
1300,117,23,grape pomace,xrf,k,rigging,oven dry + knife mill (2mm),,47.0,3,16433.333333333332,404.145188432738,2.459301349489278,pass,False,True,False,(65)999c,Dixon_only
1301,123,26,spent oak chips,xrf,ba,rigging,oven dry + knife mill (2mm),,47.0,3,22.666666666666668,2.886751345948129,12.735667702712334,pass,False,True,False,(65)5d26,Dixon_only
1305,117,23,grape pomace,xrf,ce,rigging,oven dry + knife mill (2mm),,47.0,2,59.5,16.263455967290593,27.333539440824527,pass,True,,False,,RSD_only
1310,123,26,spent oak chips,xrf,rb,rigging,oven dry + knife mill (2mm),,47.0,3,7.666666666666667,0.5773502691896258,7.530655685082076,pass,False,True,False,(65)7c35,Dixon_only
1311,117,23,grape pomace,xrf,cu,rigging,oven dry + knife mill (2mm),,47.0,3,18.33333333333333,0.5773502691896258,3.1491832864888685,"fail,pass",False,True,False,(65)b893,Dixon_only
1313,117,23,grape pomace,xrf,sr,rigging,oven dry + knife mill (2mm),,47.0,3,45.66666666666666,0.5773502691896258,1.2642706624590347,pass,False,True,False,(65)9b52,Dixon_only
1320,147,31,almond shells,xrf,k,humorous,knife mill (2mm),,47.0,3,21766.666666666668,57.735026918962575,0.2652451466414819,pass,False,True,False,(71)7936,Dixon_only
1324,147,31,almond shells,xrf,ba,humorous,knife mill (2mm),,47.0,2,28.5,7.7781745930520225,27.29184067737552,pass,True,,False,,RSD_only
1326,147,31,almond shells,xrf,la,humorous,knife mill (2mm),,47.0,3,43.0,3.4641016151377544,8.05605026776222,pass,False,True,False,(71)e011,Dixon_only
1329,147,31,almond shells,xrf,pr,humorous,knife mill (2mm),,47.0,3,93.33333333333331,19.65536398374076,21.05931855400795,pass,True,False,False,(71)cc2a,RSD_only
1331,147,31,almond shells,xrf,u,humorous,knife mill (2mm),,47.0,3,11.666666666666666,0.5773502691896257,4.948716593053935,pass,False,True,False,(71)dd2f,Dixon_only
1335,147,31,almond shells,xrf,sr,humorous,knife mill (2mm),,47.0,3,16.666666666666668,0.5773502691896258,3.4641016151377544,pass,False,True,False,(71)ac33,Dixon_only
1336,147,31,almond shells,xrf,rb,humorous,knife mill (2mm),,47.0,3,21.666666666666668,0.5773502691896258,2.664693550105965,pass,False,True,False,(71)aba8,Dixon_only
1339,84,30,peach pomace,xrf,mo,rushes,oven dry + knife mill (2mm),,47.0,3,5.333333333333333,0.5773502691896258,10.825317547305485,pass,False,True,False,(78)7dd7,Dixon_only
1340,84,30,peach pomace,xrf,rb,rushes,oven dry + knife mill (2mm),,47.0,3,40.333333333333336,0.5773502691896258,1.4314469484040309,pass,False,True,False,(78)08ef,Dixon_only
1342,84,30,peach pomace,xrf,u,rushes,oven dry + knife mill (2mm),,47.0,3,11.666666666666666,0.5773502691896257,4.948716593053935,pass,False,True,False,(78)0f6e,Dixon_only
1343,84,30,peach pomace,xrf,cu,rushes,oven dry + knife mill (2mm),,47.0,3,21.666666666666668,1.1547005383792517,5.32938710021193,pass,False,True,False,(78)1254,Dixon_only
1347,84,30,peach pomace,xrf,ca,rushes,oven dry + knife mill (2mm),,47.0,3,3376.6666666666665,23.09401076758503,0.6839292428702378,pass,False,True,False,(78)2aac,Dixon_only
1348,84,30,peach pomace,xrf,al,rushes,oven dry + knife mill (2mm),,47.0,3,2003.3333333333333,577.0904030854554,28.80650930543038,pass,True,False,False,(78)494a,RSD_only
1353,84,30,peach pomace,xrf,sr,rushes,oven dry + knife mill (2mm),,47.0,3,19.666666666666668,0.5773502691896258,2.9356793348625043,pass,False,True,False,(78)9049,Dixon_only
1356,84,30,peach pomace,xrf,mg,rushes,oven dry + knife mill (2mm),,47.0,2,5010.0,1781.9090885900998,35.5670476764491,pass,True,,False,,RSD_only
1360,150,35,almond branches,xrf,ba,capstan,knife mill (2mm),,47.0,3,33.666666666666664,8.144527815247077,24.19166677796162,pass,True,False,False,(7e)292a,RSD_only
1366,150,35,almond branches,xrf,sr,capstan,knife mill (2mm),,47.0,3,83.66666666666667,1.1547005383792517,1.3801201653935278,pass,False,True,False,(7e)e852,Dixon_only
1370,150,35,almond branches,xrf,u,capstan,knife mill (2mm),,47.0,3,18.33333333333333,0.5773502691896258,3.1491832864888685,pass,False,True,False,(7e)5d7f,Dixon_only
1372,150,35,almond branches,xrf,zn,capstan,knife mill (2mm),,47.0,3,1130.0,20.0,1.7699115044247788,pass,False,False,True,(7e)71cd,3xSD_only
1383,107,23,grape pomace,xrf,zn,boatswain,oven dry + knife mill (2mm),,47.0,3,19.33333333333333,0.5773502691896258,2.98629449580841,pass,False,True,False,(82)68e4,Dixon_only
1389,107,23,grape pomace,xrf,u,boatswain,oven dry + knife mill (2mm),,47.0,3,13.333333333333334,0.5773502691896257,4.330127018922193,pass,False,True,False,(82)8ff1,Dixon_only
1392,107,23,grape pomace,xrf,th,boatswain,oven dry + knife mill (2mm),,47.0,3,45.66666666666666,2.309401076758503,5.057082649836138,pass,False,True,False,(82)e136,Dixon_only
1393,107,23,grape pomace,xrf,mn,boatswain,oven dry + knife mill (2mm),,47.0,3,34.0,1.7320508075688772,5.094267081084933,pass,False,True,False,(82)928f,Dixon_only
1396,107,23,grape pomace,xrf,mo,boatswain,oven dry + knife mill (2mm),,47.0,2,4.5,2.1213203435596424,47.14045207910316,pass,True,,False,,RSD_only
1398,146,25,almond hulls,xrf,pr,humorous,knife mill (2mm),,47.0,2,139.5,47.37615433949868,33.961400960214114,pass,True,,False,,RSD_only
1402,146,25,almond hulls,xrf,cu,humorous,knife mill (2mm),,47.0,3,10.0,1.7320508075688772,17.320508075688775,pass,False,True,False,(86)4d71,Dixon_only
1405,146,25,almond hulls,xrf,mn,humorous,knife mill (2mm),,47.0,3,42.333333333333336,4.041451884327381,9.546736734631606,pass,False,True,False,(86)1089,Dixon_only
1417,146,25,almond hulls,xrf,sr,humorous,knife mill (2mm),,47.0,3,21.33333333333333,1.1547005383792517,5.412658773652741,pass,False,True,False,(86)741c,Dixon_only
1419,146,25,almond hulls,xrf,zn,humorous,knife mill (2mm),,47.0,3,15.666666666666666,0.5773502691896257,3.6852144841891006,pass,False,True,False,(86)3ec5,Dixon_only
1420,146,25,almond hulls,xrf,u,humorous,knife mill (2mm),,47.0,3,10.333333333333334,0.5773502691896257,5.587260669577023,pass,False,True,False,(86)8dad,Dixon_only
1458,135,34,grape stem,xrf,ba,rigging,oven dry + knife mill (2mm),,47.0,3,38.66666666666666,8.32666399786453,21.5344758565462,pass,True,False,False,(87)3bed,RSD_only
1459,135,34,grape stem,xrf,rb,rigging,oven dry + knife mill (2mm),,47.0,3,33.666666666666664,0.5773502691896258,1.714901789672156,pass,False,True,False,(87)d7e5,Dixon_only
1463,135,34,grape stem,xrf,th,rigging,oven dry + knife mill (2mm),,47.0,3,32.666666666666664,2.8867513459481287,8.836993916167742,pass,False,True,False,(87)f6d3,Dixon_only
1464,135,34,grape stem,xrf,cu,rigging,oven dry + knife mill (2mm),,47.0,3,22.0,1.7320508075688772,7.872958216222169,pass,False,True,False,(87)2fc0,Dixon_only
1469,135,34,grape stem,xrf,ca,rigging,oven dry + knife mill (2mm),,47.0,3,8053.333333333333,245.4248017893329,3.047493399701981,pass,False,True,False,(87)c584,Dixon_only
1477,85,36,peach screening waste,xrf,th,rushes,oven dry + knife mill (2mm),,47.0,3,54.66666666666666,0.5773502691896258,1.0561285412005352,pass,False,True,False,(8f)a6d1,Dixon_only
1481,85,36,peach screening waste,xrf,p,rushes,oven dry + knife mill (2mm),,47.0,3,4046.6666666666665,250.06665778014727,6.179571444319952,pass,False,False,True,(8f)69f7,3xSD_only
1483,85,36,peach screening waste,xrf,mo,rushes,oven dry + knife mill (2mm),,47.0,3,6.666666666666667,1.5275252316519463,22.9128784747792,pass,True,False,False,(8f)329a,RSD_only
1484,85,36,peach screening waste,xrf,fe,rushes,oven dry + knife mill (2mm),,47.0,3,2790.0,17.320508075688775,0.6208067410641138,pass,False,True,False,(8f)f7a9,Dixon_only
1485,85,36,peach screening waste,xrf,rb,rushes,oven dry + knife mill (2mm),,47.0,3,11.666666666666666,0.5773502691896257,4.948716593053935,pass,False,True,False,(8f)5993,Dixon_only
1488,85,36,peach screening waste,xrf,cu,rushes,oven dry + knife mill (2mm),,47.0,3,45.333333333333336,4.041451884327381,8.914967391898633,pass,False,True,False,(8f)49ee,Dixon_only
1501,158,10,cotton stem mix,xrf,rb,schooner,knife mill (2mm),,47.0,3,15.666666666666666,0.5773502691896257,3.6852144841891006,pass,False,True,False,(91)1941,Dixon_only
1506,158,10,cotton stem mix,xrf,ce,schooner,knife mill (2mm),,47.0,3,51.0,1.7320508075688772,3.396178054056622,pass,False,True,False,(91)5b21,Dixon_only
1512,158,10,cotton stem mix,xrf,cu,schooner,knife mill (2mm),,47.0,3,17.333333333333332,2.309401076758504,13.323467750529828,pass,False,True,False,(91)e940,Dixon_only
1513,158,10,cotton stem mix,xrf,ca,schooner,knife mill (2mm),,47.0,3,23166.666666666668,1792.5772879665003,7.737743689064029,pass,False,False,True,(91)8197,3xSD_only
1522,151,8,rice hulls,xrf,sr,sextant,knife mill (2mm),,47.0,3,3.6666666666666665,1.1547005383792517,31.49183286488868,pass,True,True,False,(96)0792,RSD_and_Dixon
1526,151,8,rice hulls,xrf,si,sextant,knife mill (2mm),,47.0,3,157666.66666666666,4932.882862316247,3.128678348192123,pass,False,False,True,(96)bae6,3xSD_only
1537,151,8,rice hulls,xrf,cu,sextant,knife mill (2mm),,47.0,3,8.666666666666666,2.516611478423583,29.037824751041345,pass,True,False,False,(96)8280,RSD_only
1579,165,14,olive stems / leaves,xrf,k,excellent,oven dry + knife mill (2mm),,47.0,3,13833.333333333334,57.735026918962575,0.4173616403780427,pass,False,True,False,(a0)0699,Dixon_only
1580,165,14,olive stems / leaves,xrf,fe,excellent,oven dry + knife mill (2mm),,47.0,3,208.66666666666663,0.5773502691896258,0.27668543251899,pass,False,True,False,(a0)5a5f,Dixon_only
1581,165,14,olive stems / leaves,xrf,mn,excellent,oven dry + knife mill (2mm),,47.0,3,34.666666666666664,12.096831541082702,34.8947063685078,pass,True,False,False,(a0)e544,RSD_only
1583,165,14,olive stems / leaves,xrf,u,excellent,oven dry + knife mill (2mm),,47.0,3,13.333333333333334,0.5773502691896257,4.330127018922193,pass,False,True,False,(a0)904b,Dixon_only
1587,165,14,olive stems / leaves,xrf,sr,excellent,oven dry + knife mill (2mm),,47.0,3,33.666666666666664,0.5773502691896258,1.714901789672156,pass,False,True,False,(a0)ad97,Dixon_only
1588,165,14,olive stems / leaves,xrf,p,excellent,oven dry + knife mill (2mm),,47.0,3,1540.0,17.320508075688775,1.1247083166031673,pass,False,True,False,(a0)33b6,Dixon_only
1594,165,14,olive stems / leaves,xrf,th,excellent,oven dry + knife mill (2mm),,47.0,3,39.66666666666666,0.5773502691896258,1.4555048803099813,pass,False,True,False,(a0)a1f6,Dixon_only
1601,143,31,almond shells,xrf,cu,tiny,knife mill (2mm),,47.0,3,13.333333333333334,0.5773502691896257,4.330127018922193,pass,False,True,False,(a2)002d,Dixon_only
1608,143,31,almond shells,xrf,sr,tiny,knife mill (2mm),,47.0,3,23.33333333333333,0.5773502691896258,2.474358296526968,pass,False,True,False,(a2)1e71,Dixon_only
1614,143,31,almond shells,xrf,ca,tiny,knife mill (2mm),,47.0,3,3153.333333333333,40.41451884327381,1.2816443607803532,pass,False,True,False,(a2)4986,Dixon_only
1615,143,31,almond shells,xrf,pb,tiny,knife mill (2mm),,47.0,2,3.5,0.7071067811865476,20.203050891044217,pass,True,,False,,RSD_only
1624,159,10,cotton stem mix,xrf,rb,schooner,knife mill (2mm),,47.0,3,22.666666666666668,0.5773502691896258,2.547133540542467,pass,False,True,False,(a4)3253,Dixon_only
1626,159,10,cotton stem mix,xrf,k,schooner,knife mill (2mm),,47.0,3,36266.66666666666,115.47005383792516,0.3183916925678083,pass,False,True,False,(a4)4252,Dixon_only
1628,159,10,cotton stem mix,xrf,p,schooner,knife mill (2mm),,47.0,3,1936.6666666666667,5.773502691896257,0.2981154574128876,pass,False,True,False,(a4)8a90,Dixon_only
1632,159,10,cotton stem mix,xrf,y,schooner,knife mill (2mm),,47.0,3,8.333333333333334,1.1547005383792517,13.856406460551018,pass,False,True,False,(a4)b84a,Dixon_only
1638,159,10,cotton stem mix,xrf,u,schooner,knife mill (2mm),,47.0,3,20.33333333333333,1.1547005383792517,5.678855106783205,pass,False,True,False,(a4)7c64,Dixon_only
1645,162,31,almond shells,xrf,si,humorous,knife mill (2mm),,47.0,3,3596.6666666666665,28.86751345948129,0.8026185391885438,pass,False,True,False,(a5)62e9,Dixon_only
1648,162,31,almond shells,xrf,sr,humorous,knife mill (2mm),,47.0,3,38.66666666666666,1.1547005383792517,2.98629449580841,pass,False,True,False,(a5)1efe,Dixon_only
1658,162,31,almond shells,xrf,rb,humorous,knife mill (2mm),,47.0,3,27.33333333333333,0.5773502691896258,2.1122570824010705,pass,False,True,False,(a5)c629,Dixon_only
1665,161,25,almond hulls,xrf,ce,humorous,knife mill (2mm),,47.0,3,57.333333333333336,13.650396819628847,23.808831662143337,pass,True,False,False,(a8)0739,RSD_only
1667,161,25,almond hulls,xrf,cu,humorous,knife mill (2mm),,47.0,3,9.666666666666666,2.0816659994661326,21.5344758565462,pass,True,False,False,(a8)6be0,RSD_only
1669,161,25,almond hulls,xrf,pr,humorous,knife mill (2mm),,47.0,3,89.0,26.962937525425527,30.29543542182644,pass,True,False,False,(a8)1c96,RSD_only
1672,161,25,almond hulls,xrf,mn,humorous,knife mill (2mm),,47.0,3,34.333333333333336,0.5773502691896258,1.6816027257950266,pass,False,True,False,(a8)3708,Dixon_only
1673,161,25,almond hulls,xrf,u,humorous,knife mill (2mm),,47.0,3,11.333333333333334,0.5773502691896257,5.094267081084933,pass,False,True,False,(a8)bba7,Dixon_only
1675,161,25,almond hulls,xrf,ca,humorous,knife mill (2mm),,47.0,3,2646.6666666666665,40.41451884327381,1.526996933624955,pass,False,True,False,(a8)ede9,Dixon_only
1677,161,25,almond hulls,xrf,zn,humorous,knife mill (2mm),,47.0,3,14.333333333333334,1.1547005383792517,8.05605026776222,pass,False,True,False,(a8)40df,Dixon_only
1680,161,25,almond hulls,xrf,k,humorous,knife mill (2mm),,47.0,3,33933.333333333336,115.47005383792516,0.3402850309565574,pass,False,True,False,(a8)7443,Dixon_only
1681,161,25,almond hulls,xrf,rb,humorous,knife mill (2mm),,47.0,3,10.666666666666666,0.5773502691896257,5.412658773652741,pass,False,True,False,(a8)8059,Dixon_only
1685,149,25,almond hulls,xrf,p,capstan,knife mill (2mm),,47.0,3,1173.3333333333333,23.09401076758504,1.9682395540555429,pass,False,True,False,(b3)1f12,Dixon_only
1689,149,25,almond hulls,xrf,th,capstan,knife mill (2mm),,47.0,3,39.333333333333336,4.041451884327381,10.274877672018762,pass,False,True,False,(b3)a334,Dixon_only
1690,149,25,almond hulls,xrf,sr,capstan,knife mill (2mm),,47.0,3,21.33333333333333,0.5773502691896258,2.706329386826371,pass,False,True,False,(b3)46dd,Dixon_only
1696,149,25,almond hulls,xrf,mn,capstan,knife mill (2mm),,47.0,3,42.66666666666666,9.073771725877467,21.26665248252532,pass,True,False,False,(b3)6547,RSD_only
1698,149,25,almond hulls,xrf,rb,capstan,knife mill (2mm),,47.0,3,20.666666666666668,0.5773502691896258,2.793630334788512,pass,False,True,False,(b3)a785,Dixon_only
1740,154,25,almond hulls,xrf,si,capstan,knife mill (2mm),,47.0,3,2186.6666666666665,23.09401076758503,1.056128541200535,pass,False,True,False,(b7)d340,Dixon_only
1745,154,25,almond hulls,xrf,p,capstan,knife mill (2mm),,47.0,3,922.6666666666666,27.13546265191241,2.940982223834437,pass,False,True,False,(b7)e81c,Dixon_only
1750,154,25,almond hulls,xrf,rb,capstan,knife mill (2mm),,47.0,3,24.33333333333333,0.5773502691896258,2.3726723391354487,pass,False,True,False,(b7)c595,Dixon_only
1756,154,25,almond hulls,xrf,k,capstan,knife mill (2mm),,47.0,3,28666.666666666668,57.735026918962575,0.2014012566940554,pass,False,True,False,(b7)ea76,Dixon_only
1760,79,5,alfalfa,xrf,rb,possessive,knife mill (2mm),,47.0,3,54.66666666666666,0.5773502691896258,1.0561285412005352,pass,False,True,False,(b8)06c3,Dixon_only
1762,79,5,alfalfa,xrf,zn,possessive,knife mill (2mm),,47.0,3,45.66666666666666,1.1547005383792517,2.528541324918069,pass,False,True,False,(b8)0a91,Dixon_only
1768,79,5,alfalfa,xrf,mo,possessive,knife mill (2mm),,47.0,2,7.0,1.4142135623730951,20.203050891044217,pass,True,,False,,RSD_only
1769,79,5,alfalfa,xrf,k,possessive,knife mill (2mm),,47.0,3,12766.666666666666,57.735026918962575,0.452232586832605,pass,False,True,False,(b8)6c14,Dixon_only
1770,79,5,alfalfa,xrf,u,possessive,knife mill (2mm),,47.0,3,22.666666666666668,0.5773502691896258,2.547133540542467,pass,False,True,False,(b8)3ec9,Dixon_only
1777,79,5,alfalfa,xrf,pb,possessive,knife mill (2mm),,47.0,3,6.0,1.7320508075688772,28.867513459481287,pass,True,True,False,(b8)94d2,RSD_and_Dixon
1780,79,5,alfalfa,xrf,mn,possessive,knife mill (2mm),,47.0,3,76.66666666666667,16.041612554021285,20.92384246176689,pass,True,False,False,(b8)deb4,RSD_only
1783,164,32,olive pomace,xrf,s,excellent,oven dry + knife mill (2mm),,47.0,3,1843.3333333333333,11.547005383792516,0.6264198219055614,pass,False,True,False,(ba)d20c,Dixon_only
1787,164,32,olive pomace,xrf,cu,excellent,oven dry + knife mill (2mm),,47.0,3,35.666666666666664,0.5773502691896258,1.6187390724942785,pass,False,True,False,(ba)d0cb,Dixon_only
1788,164,32,olive pomace,xrf,mn,excellent,oven dry + knife mill (2mm),,47.0,3,38.333333333333336,9.018499505645789,23.526520449510752,pass,True,False,False,(ba)272e,RSD_only
1789,164,32,olive pomace,xrf,u,excellent,oven dry + knife mill (2mm),,47.0,3,10.333333333333334,0.5773502691896257,5.587260669577023,pass,False,True,False,(ba)2d78,Dixon_only
1791,164,32,olive pomace,xrf,sr,excellent,oven dry + knife mill (2mm),,47.0,3,14.666666666666666,0.5773502691896257,3.936479108111085,pass,False,True,False,(ba)b832,Dixon_only
1793,164,32,olive pomace,xrf,pr,excellent,oven dry + knife mill (2mm),,47.0,2,99.5,24.748737341529164,24.87310285580821,pass,True,,False,,RSD_only
1794,164,32,olive pomace,xrf,mg,excellent,oven dry + knife mill (2mm),,47.0,3,8093.333333333333,2580.8784034381265,31.88894238185494,pass,True,False,False,(ba)9588,RSD_only
1797,164,32,olive pomace,xrf,si,excellent,oven dry + knife mill (2mm),,47.0,3,7120.0,17.320508075688775,0.2432655628607974,pass,False,True,False,(ba)8d27,Dixon_only
1798,164,32,olive pomace,xrf,rb,excellent,oven dry + knife mill (2mm),,47.0,3,38.333333333333336,0.5773502691896258,1.5061311370164152,pass,False,True,False,(ba)a279,Dixon_only
1799,164,32,olive pomace,xrf,ce,excellent,oven dry + knife mill (2mm),,47.0,2,67.5,20.50609665440988,30.3794024509776,pass,True,,False,,RSD_only
1802,124,26,spent oak chips,xrf,mn,rigging,oven dry + knife mill (2mm),,47.0,3,40.0,12.529964086141668,31.32491021535417,pass,True,False,False,(bc)1c20,RSD_only
1803,124,26,spent oak chips,xrf,pb,rigging,oven dry + knife mill (2mm),,47.0,2,3.5,0.7071067811865476,20.203050891044217,pass,True,,False,,RSD_only
1806,124,26,spent oak chips,xrf,si,rigging,oven dry + knife mill (2mm),,47.0,3,571.6666666666666,126.17580327992104,22.071569086866656,pass,True,False,False,(bc)7210,RSD_only
1811,124,26,spent oak chips,xrf,rb,rigging,oven dry + knife mill (2mm),,47.0,3,10.666666666666666,0.5773502691896257,5.412658773652741,pass,False,True,False,(bc)a5c5,Dixon_only
1812,124,26,spent oak chips,xrf,sr,rigging,oven dry + knife mill (2mm),,47.0,3,3.333333333333333,1.1547005383792517,34.64101615137754,pass,True,True,False,(bc)a7af,RSD_and_Dixon
1820,156,4,corn stover whole,xrf,nd,possessive,knife mill (2mm),,47.0,3,94.66666666666669,25.00666577801473,26.41549201902965,pass,True,False,False,(be)01e4,RSD_only
1827,122,26,spent oak chips,xrf,cu,rigging,oven dry + knife mill (2mm),,47.0,3,8.0,2.6457513110645907,33.071891388307385,pass,True,False,False,(be)1955,RSD_only
1828,122,26,spent oak chips,xrf,mn,rigging,oven dry + knife mill (2mm),,47.0,3,26.33333333333333,5.859465277082316,22.25113396360373,pass,True,False,False,(be)1cfe,RSD_only
1829,156,4,corn stover whole,xrf,sr,possessive,knife mill (2mm),,47.0,3,36.66666666666666,0.5773502691896258,1.5745916432444342,pass,False,True,False,(be)7255,Dixon_only
1835,156,4,corn stover whole,xrf,rb,possessive,knife mill (2mm),,47.0,3,22.666666666666668,0.5773502691896258,2.547133540542467,pass,False,True,False,(be)9a38,Dixon_only
1836,122,26,spent oak chips,xrf,pr,rigging,oven dry + knife mill (2mm),,47.0,2,105.5,24.748737341529164,23.45851880713665,pass,True,,False,,RSD_only
1837,122,26,spent oak chips,xrf,rb,rigging,oven dry + knife mill (2mm),,47.0,3,10.333333333333334,0.5773502691896257,5.587260669577023,pass,False,True,False,(be)71bd,Dixon_only
1847,122,26,spent oak chips,xrf,ce,rigging,oven dry + knife mill (2mm),,47.0,2,74.0,18.384776310850235,24.844292311959776,pass,True,,False,,RSD_only
1849,156,4,corn stover whole,xrf,cu,possessive,knife mill (2mm),,47.0,3,23.0,6.082762530298219,26.44679360999226,pass,True,False,False,(be)9ba2,RSD_only
1853,122,26,spent oak chips,xrf,p,rigging,oven dry + knife mill (2mm),,47.0,3,440.6666666666667,25.69695182961071,5.831380899306515,pass,False,True,False,(be)ed67,Dixon_only
1860,122,26,spent oak chips,xrf,sr,rigging,oven dry + knife mill (2mm),,47.0,3,5.666666666666667,0.5773502691896258,10.188534162169868,pass,False,True,False,(be)d206,Dixon_only
1866,133,9,pistachio hulls,xrf,rb,stuntman,oven dry + knife mill (2mm),,47.0,3,16.666666666666668,0.5773502691896258,3.4641016151377544,pass,False,True,False,(c0)229f,Dixon_only
1867,133,9,pistachio hulls,xrf,mn,stuntman,oven dry + knife mill (2mm),,47.0,3,40.333333333333336,13.05118130030126,32.35830074454858,pass,True,False,False,(c0)1893,RSD_only
1872,133,9,pistachio hulls,xrf,zn,stuntman,oven dry + knife mill (2mm),,47.0,3,25.666666666666668,0.5773502691896258,2.2494166332063346,pass,False,True,False,(c0)2d99,Dixon_only
1876,133,9,pistachio hulls,xrf,u,stuntman,oven dry + knife mill (2mm),,47.0,3,15.333333333333334,0.5773502691896257,3.765327842541037,pass,False,True,False,(c0)dfc4,Dixon_only
1886,155,27,rice straw,xrf,cu,possessive,knife mill (2mm),,47.0,3,10.666666666666666,1.1547005383792517,10.825317547305485,pass,False,True,False,(ca)53a9,Dixon_only
1888,155,27,rice straw,xrf,mg,possessive,knife mill (2mm),,47.0,2,6895.0,1407.1424945612296,20.408158006689334,pass,True,,False,,RSD_only
1895,155,27,rice straw,xrf,sr,possessive,knife mill (2mm),,47.0,3,21.0,1.7320508075688772,8.247860988423225,pass,False,True,False,(ca)7d23,Dixon_only
1897,155,27,rice straw,xrf,mo,possessive,knife mill (2mm),,47.0,3,31.666666666666668,1.1547005383792517,3.646422752776583,pass,False,True,False,(ca)862e,Dixon_only
1900,155,27,rice straw,xrf,rb,possessive,knife mill (2mm),,47.0,3,4.333333333333333,0.5773502691896258,13.323467750529828,pass,False,True,False,(ca)de5b,Dixon_only
1942,157,10,cotton stem mix,xrf,ba,schooner,knife mill (2mm),,47.0,3,27.0,13.07669683062202,48.43221048378526,pass,True,False,False,(ce)283f,RSD_only
1943,157,10,cotton stem mix,xrf,ca,schooner,knife mill (2mm),,47.0,3,16766.666666666668,57.735026918962575,0.3443440969321823,pass,False,True,False,(ce)ea82,Dixon_only
1951,157,10,cotton stem mix,xrf,cu,schooner,knife mill (2mm),,47.0,3,14.0,1.7320508075688772,12.371791482634835,pass,False,True,False,(ce)fa1a,Dixon_only
1954,157,10,cotton stem mix,xrf,k,schooner,knife mill (2mm),,47.0,3,21866.666666666668,57.735026918962575,0.2640321353001337,pass,False,True,False,(ce)a9ae,Dixon_only
