replicate_group_id,sample_id,resource_id,resource_type,analysis_type,parameter,lab,method,protocol_version,unit,experiment_id,n_replicates,mean,median,standard_deviation,RSD_percent,min,max,range,values,source_record_ids,existing_QC_status,rsd_gt_10,rsd_gt_20,dixon_q_statistic,dixon_candidate_record_id,dixon_flag_0_05,dixon_status,rout_status,rout_status_reason
357,50,25,almond hulls,proximate,volatile solids,tiny,knife mill (2mm),,% total weight,5.0,3,4.653333333333333,4.67,0.0378593889720015,0.8135971842120673,4.61,4.68,0.0699999999999994,"4.67,4.61,4.68","(03)3fd9,(03)92f9,(03)d4ba",pass,False,False,0.857142857142859,(03)92f9,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
358,50,25,almond hulls,proximate,ash,tiny,knife mill (2mm),,% total weight,20.0,3,6.993333333333333,6.98,0.5101307022061435,7.294528630211776,6.49,7.51,1.0199999999999996,"6.49,6.98,7.51","(03)6464,(03)8454,(03)f701",pass,False,False,0.5196078431372545,(03)f701,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
359,50,25,almond hulls,proximate,moisture,tiny,knife mill (2mm),,% total weight,5.0,1,0.73,0.73,,,0.73,0.73,0.0,0.73,(03)7e52,pass,,,,,,not_applicable_n_out_of_range,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
360,50,25,almond hulls,proximate,total solids,tiny,knife mill (2mm),,% total weight,20.0,3,84.74000000000001,84.79,0.1609347693943123,0.189915942169356,84.56,84.87,0.3100000000000023,"84.87,84.56,84.79","(03)93b6,(03)ca72,(03)f35c",pass,False,False,0.7419354838709752,(03)ca72,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
361,28,26,spent oak chips,proximate,volatile solids,maplewood,as is,,% total weight,11.0,3,92.05333333333331,92.05,0.0950438495292276,0.1032486777910208,91.96,92.15,0.1900000000000119,"92.05,92.15,91.96","(04)0237,(04)3910,(04)ed81",pass,False,False,0.5263157894736961,(04)3910,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
362,148,31,almond shells,proximate,total solids,capstan,knife mill (2mm),,% total weight,6.0,3,91.84666666666668,91.84,0.0503322295684757,0.0548002789814282,91.8,91.9,0.1000000000000085,"91.9,91.84,91.8","(04)044e,(04)bee6,(04)c11a",pass,False,False,0.5999999999999716,(04)044e,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
363,28,26,spent oak chips,proximate,total solids,maplewood,as is,,% total weight,11.0,3,92.62666666666668,92.57,0.1625833119767651,0.1755253835937438,92.5,92.81,0.3100000000000023,"92.5,92.57,92.81","(04)05aa,(04)1e5f,(04)93fb",pass,False,False,0.7741935483871204,(04)93fb,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
364,28,26,spent oak chips,proximate,ash,maplewood,as is,,% total weight,11.0,3,0.5733333333333334,0.54,0.0757187779440036,13.206763594884356,0.52,0.66,0.14,"0.54,0.52,0.66","(04)1e98,(04)3ab3,(04)986f",pass,True,False,0.857142857142857,(04)986f,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
365,148,31,almond shells,proximate,ash,capstan,knife mill (2mm),,% total weight,6.0,3,4.3,4.3,0.32,7.441860465116281,3.98,4.62,0.6400000000000001,"3.98,4.62,4.3","(04)394f,(04)a405,(04)a428",pass,False,False,0.5000000000000003,(04)a405,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
366,28,26,spent oak chips,proximate,moisture,maplewood,as is,,% total weight,11.0,3,7.373333333333334,7.43,0.1625833119767623,2.20501779353656,7.19,7.5,0.3099999999999996,"7.5,7.19,7.43","(04)3980,(04)4ab5,(04)5356",pass,False,False,0.7741935483870955,(04)4ab5,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
367,148,31,almond shells,proximate,moisture,capstan,knife mill (2mm),,% total weight,6.0,3,8.153333333333332,8.16,0.0503322295684715,0.617320885958359,8.1,8.2,0.0999999999999996,"8.16,8.1,8.2","(04)4e50,(04)be9a,(04)d532",pass,False,False,0.6000000000000071,(04)be9a,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
368,148,31,almond shells,proximate,volatile solids,capstan,knife mill (2mm),,% total weight,6.0,3,87.54666666666667,87.5,0.2928025500799692,0.3344531108132453,87.28,87.86,0.5799999999999983,"87.5,87.28,87.86","(04)5af5,(04)63f0,(04)f5c2",pass,False,False,0.6206896551724146,(04)f5c2,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
369,96,37,tomato pomace,proximate,ash,pinecrest,oven dry + knife mill (2mm),,% total weight,7.0,3,4.786666666666666,4.8,0.0513160143944686,1.072061582057144,4.73,4.83,0.0999999999999996,"4.73,4.83,4.8","(0a)15de,(0a)6979,(0a)a1b7",fail,False,False,0.6999999999999964,(0a)15de,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
370,96,37,tomato pomace,proximate,volatile solids,pinecrest,oven dry + knife mill (2mm),,% total weight,7.0,3,91.56,91.59,0.1081665382639237,0.1181373288159936,91.44,91.65,0.2100000000000079,"91.65,91.59,91.44","(0a)2238,(0a)84ab,(0a)9d68",fail,False,False,0.7142857142857143,(0a)9d68,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
371,96,37,tomato pomace,proximate,total solids,pinecrest,oven dry + knife mill (2mm),,% total weight,7.0,3,96.34666666666664,96.38,0.0665832811847952,0.0691080278004379,96.27,96.39,0.1200000000000045,"96.38,96.27,96.39","(0a)6176,(0a)8dca,(0a)cae5",fail,False,False,0.9166666666666272,(0a)8dca,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
372,96,37,tomato pomace,proximate,moisture,pinecrest,oven dry + knife mill (2mm),,% total weight,7.0,3,3.653333333333333,3.62,0.0665832811847939,1.8225350689268407,3.61,3.73,0.1200000000000001,"3.62,3.73,3.61","(0a)7960,(0a)8a01,(0a)efa5",fail,False,False,0.9166666666666649,(0a)8a01,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
373,52,7,sargassum,proximate,ash,hairpin,as is,,% total weight,5.0,3,37.2,37.13,0.1664331697709327,0.4474009940078838,37.08,37.39,0.3100000000000023,"37.39,37.08,37.13","(0d)1559,(0d)cd35,(0d)d715",pass,False,False,0.8387096774193422,(0d)1559,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
374,52,7,sargassum,proximate,moisture,hairpin,as is,,% total weight,5.0,1,2.01,2.01,,,2.01,2.01,0.0,2.01,(0d)1817,pass,,,,,,not_applicable_n_out_of_range,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
375,52,7,sargassum,proximate,ash,hairpin,as is,,% total weight,20.0,3,31.093333333333334,31.12,0.2212088003071614,0.7114348208849531,30.86,31.3,0.4400000000000013,"30.86,31.12,31.3","(0d)188f,(0d)4657,(0d)6a9a",pass,False,False,0.5909090909090927,(0d)188f,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
376,52,7,sargassum,proximate,volatile solids,hairpin,as is,,% total weight,5.0,3,27.16,27.13,0.1473091986265621,0.5423755472259284,27.03,27.32,0.2899999999999991,"27.03,27.13,27.32","(0d)2775,(0d)4978,(0d)fe10",pass,False,False,0.6551724137931098,(0d)fe10,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
377,52,7,sargassum,proximate,total solids,hairpin,as is,,% total weight,5.0,3,35.64666666666667,35.75,0.3082747692130098,0.8648067211885445,35.3,35.89,0.5900000000000034,"35.3,35.89,35.75","(0d)329b,(0d)3fa6,(0d)542d",pass,False,False,0.7627118644067801,(0d)329b,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
378,52,7,sargassum,proximate,volatile solids,hairpin,as is,,% total weight,20.0,3,58.41,58.52,0.2351595203260974,0.4026014729089153,58.14,58.57,0.4299999999999997,"58.14,58.57,58.52","(0d)388f,(0d)5044,(0d)be4a",pass,False,False,0.8837209302325647,(0d)388f,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
379,52,7,sargassum,proximate,moisture,hairpin,as is,,% total weight,20.0,3,10.496666666666668,10.56,0.1184623709594462,1.1285713333703995,10.36,10.57,0.2100000000000008,"10.36,10.56,10.57","(0d)77f8,(0d)9cec,(0d)e718",pass,False,False,0.9523809523809535,(0d)77f8,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
380,52,7,sargassum,proximate,total solids,hairpin,as is,,% total weight,20.0,3,89.50333333333333,89.44,0.1184623709594445,0.1323552615836779,89.43,89.64,0.2099999999999937,"89.43,89.44,89.64","(0d)91cd,(0d)b14a,(0d)dca2",pass,False,False,0.9523809523809943,(0d)dca2,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
381,139,9,pistachio hulls,proximate,total solids,tripod,as is,,% total weight,18.0,3,18.30333333333333,18.08,1.259933860697986,6.883630635756617,17.17,19.66,2.4899999999999984,"18.08,19.66,17.17","(11)132e,(11)2322,(11)713f",pass,False,False,0.6345381526104429,(11)2322,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
382,139,9,pistachio hulls,proximate,ash,tripod,as is,,% total weight,18.0,3,4.846666666666667,4.89,0.1401189970465577,2.8910384535053177,4.69,4.96,0.2699999999999996,"4.89,4.96,4.69","(11)2800,(11)472b,(11)ac5a",pass,False,False,0.7407407407407393,(11)ac5a,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
383,139,9,pistachio hulls,proximate,moisture,tripod,as is,,% total weight,18.0,3,81.69666666666667,81.92,1.259933860697984,1.5422096299701953,80.34,82.83,2.489999999999995,"82.83,80.34,81.92","(11)539d,(11)a4db,(11)ffa7",pass,False,False,0.6345381526104424,(11)a4db,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
384,139,9,pistachio hulls,proximate,volatile solids,tripod,as is,,% total weight,18.0,3,13.46,13.19,1.3947401191619897,10.362110840728004,12.22,14.97,2.75,"12.22,13.19,14.97","(11)bf57,(11)c9c5,(11)f212",pass,True,False,0.6472727272727277,(11)f212,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
385,34,23,grape pomace,proximate,moisture,ebony,as is,,% total weight,11.0,3,63.373333333333335,63.07,1.478524038808074,2.333038142449096,62.07,64.98,2.910000000000004,"64.98,62.07,63.07","(13)0c41,(13)67a7,(13)a902",pass,False,False,0.6563573883161516,(13)0c41,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
386,70,31,almond shells,proximate,ash,humorous,knife mill (2mm),,% total weight,14.0,3,3.706666666666667,3.71,0.065064070986477,1.7553256561099924,3.64,3.77,0.1299999999999999,"3.64,3.77,3.71","(13)124d,(13)2dd8,(13)6c40",pass,False,False,0.5384615384615377,(13)124d,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
387,70,31,almond shells,proximate,moisture,humorous,knife mill (2mm),,% total weight,14.0,3,19.036666666666665,19.05,0.0321455025366428,0.1688609833828202,19.0,19.06,0.0599999999999987,"19.06,19.0,19.05","(13)12b9,(13)1b04,(13)2169",pass,False,False,0.8333333333333629,(13)1b04,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
388,70,31,almond shells,proximate,volatile solids,humorous,knife mill (2mm),,% total weight,14.0,3,77.26,77.29,0.0699999999999982,0.0906031581672252,77.18,77.31,0.1299999999999954,"77.18,77.31,77.29","(13)1443,(13)710c,(13)f8f6",pass,False,False,0.8461538461538713,(13)1443,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
389,34,23,grape pomace,proximate,ash,ebony,as is,,% total weight,11.0,3,4.033333333333333,4.13,0.1674315780649914,4.15119615037169,3.84,4.13,0.29,"4.13,4.13,3.84","(13)4f76,(13)81e1,(13)ade3",pass,False,False,1.0,(13)ade3,True,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
390,34,23,grape pomace,proximate,total solids,ebony,as is,,% total weight,11.0,3,36.626666666666665,36.93,1.47852403880807,4.036742006210603,35.02,37.93,2.9099999999999966,"35.02,37.93,36.93","(13)61f0,(13)8f5d,(13)a107",pass,False,False,0.6563573883161508,(13)61f0,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
391,70,31,almond shells,proximate,total solids,humorous,knife mill (2mm),,% total weight,14.0,3,80.96333333333332,80.95,0.0321455025366434,0.0397037785046441,80.94,81.0,0.0600000000000022,"80.94,80.95,81.0","(13)7fbd,(13)bae5,(13)dda4",pass,False,False,0.8333333333332544,(13)dda4,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
392,34,23,grape pomace,proximate,volatile solids,ebony,as is,,% total weight,11.0,3,32.596666666666664,33.1,1.5188921401249431,4.659654791261714,30.89,33.8,2.9099999999999966,"33.1,30.89,33.8","(13)9fd0,(13)df67,(13)e2ec",pass,False,False,0.759450171821307,(13)df67,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
393,88,30,peach pomace,proximate,volatile solids,rushes,as is,,% total weight,10.0,3,2.5466666666666664,2.52,0.055075705472861,2.16265859186627,2.51,2.61,0.1,"2.51,2.61,2.52","(14)0aa6,(14)eb17,(14)f092",pass,False,False,0.8999999999999978,(14)eb17,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
394,88,30,peach pomace,proximate,moisture,rushes,as is,,% total weight,10.0,3,97.13666666666668,97.15,0.0513160143944734,0.0528286754687279,97.08,97.18,0.1000000000000085,"97.15,97.18,97.08","(14)1a55,(14)c28a,(14)ff20",pass,False,False,0.7000000000000142,(14)ff20,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
395,88,30,peach pomace,proximate,ash,rushes,as is,,% total weight,10.0,3,0.3166666666666666,0.31,0.0115470053837925,3.646422752776588,0.31,0.33,0.02,"0.31,0.31,0.33","(14)6c7f,(14)76bd,(14)bd40",pass,False,False,1.0,(14)bd40,True,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
396,88,30,peach pomace,proximate,total solids,rushes,as is,,% total weight,10.0,3,2.8633333333333333,2.85,0.0513160143944688,1.7921774526589822,2.82,2.92,0.1,"2.85,2.82,2.92","(14)d4a4,(14)e13b,(14)e88d",pass,False,False,0.6999999999999977,(14)e88d,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
397,71,25,almond hulls,proximate,volatile solids,humorous,knife mill (2mm),,% total weight,14.0,3,77.80666666666667,77.67,0.345880518869356,0.4445384099940313,77.55,78.2,0.6500000000000057,"78.2,77.67,77.55","(15)04c6,(15)8749,(15)b8d3",pass,False,False,0.81538461538461,(15)04c6,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
398,179,14,olive stems / leaves,proximate,ash,excellent,as is,,% total weight,21.0,3,2.5033333333333334,2.51,0.3500476158086688,13.983260285299684,2.15,2.85,0.7000000000000002,"2.51,2.85,2.15","(15)0931,(15)cfe9,(15)f3b8",pass,True,False,0.514285714285714,(15)f3b8,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
399,160,19,walnut shells,proximate,moisture,cutaway,knife mill (2mm),,% total weight,12.0,3,9.866666666666667,9.86,0.0115470053837932,0.1170304599708779,9.86,9.88,0.0200000000000013,"9.86,9.86,9.88","(15)14f9,(15)53d1,(15)6ecb",pass,False,False,1.0,(15)6ecb,True,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
400,71,25,almond hulls,proximate,total solids,humorous,knife mill (2mm),,% total weight,14.0,3,84.58999999999999,84.56,0.0984885780179602,0.1164305213594517,84.51,84.7,0.1899999999999977,"84.56,84.51,84.7","(15)19f2,(15)9a81,(15)f648",pass,False,False,0.7368421052631697,(15)f648,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
401,179,14,olive stems / leaves,proximate,volatile solids,excellent,as is,,% total weight,21.0,3,47.67,46.42,3.2128647652834674,6.739804416369768,45.27,51.32,6.049999999999997,"45.27,46.42,51.32","(15)1e0f,(15)4136,(15)dec9",pass,False,False,0.809917355371901,(15)dec9,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
402,160,19,walnut shells,proximate,total solids,cutaway,knife mill (2mm),,% total weight,12.0,3,90.13333333333333,90.14,0.0115470053837902,0.0128110266831992,90.12,90.14,0.019999999999996,"90.14,90.14,90.12","(15)2551,(15)80f1,(15)ea15",pass,False,False,1.0,(15)ea15,True,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
403,179,14,olive stems / leaves,proximate,total solids,excellent,as is,,% total weight,21.0,3,50.17,48.56,3.1772787098396003,6.333025134222843,48.12,53.83,5.710000000000001,"48.56,48.12,53.83","(15)282d,(15)9329,(15)e432",pass,False,False,0.9229422066549904,(15)e432,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
404,160,19,walnut shells,proximate,ash,cutaway,knife mill (2mm),,% total weight,12.0,3,1.1233333333333333,1.07,0.1011599393699567,9.005335848957575,1.06,1.24,0.1799999999999999,"1.06,1.07,1.24","(15)2ca0,(15)bdac,(15)c9c6",pass,False,False,0.9444444444444444,(15)c9c6,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
405,71,25,almond hulls,proximate,moisture,humorous,knife mill (2mm),,% total weight,14.0,3,15.410000000000002,15.44,0.0984885780179606,0.639121207124988,15.3,15.49,0.1899999999999995,"15.3,15.44,15.49","(15)5a1e,(15)9e63,(15)efa4",pass,False,False,0.7368421052631534,(15)5a1e,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
406,160,19,walnut shells,proximate,volatile solids,cutaway,knife mill (2mm),,% total weight,12.0,3,89.00999999999999,89.06,0.0866025403784471,0.0972952930889194,88.91,89.06,0.1500000000000056,"88.91,89.06,89.06","(15)77aa,(15)dcc2,(15)e5c4",pass,False,False,1.0,(15)77aa,True,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
407,179,14,olive stems / leaves,proximate,moisture,excellent,as is,,% total weight,21.0,3,49.830000000000005,51.44,3.1772787098396003,6.376236624201486,46.17,51.88,5.710000000000001,"51.88,46.17,51.44","(15)9253,(15)9820,(15)a12f",pass,False,False,0.9229422066549904,(15)9820,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
408,71,25,almond hulls,proximate,ash,humorous,knife mill (2mm),,% total weight,14.0,3,6.783333333333334,6.89,0.2478574859336172,3.653918711552097,6.5,6.96,0.4599999999999999,"6.5,6.96,6.89","(15)9365,(15)c5df,(15)d7bb",pass,False,False,0.8478260869565211,(15)9365,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
409,56,33,sweet potato culls,proximate,moisture,tackle,oven dry + knife mill (2mm),,% total weight,5.0,1,3.43,3.43,,,3.43,3.43,0.0,3.43,(1a)14db,fail,,,,,,not_applicable_n_out_of_range,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
410,56,33,sweet potato culls,proximate,volatile solids,tackle,oven dry + knife mill (2mm),,% total weight,5.0,3,4.78,4.78,0.0499999999999998,1.0460251046025069,4.73,4.83,0.0999999999999996,"4.73,4.78,4.83","(1a)33d7,(1a)3fa8,(1a)5921",fail,False,False,0.5,(1a)33d7,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
411,56,33,sweet potato culls,proximate,ash,tackle,oven dry + knife mill (2mm),,% total weight,5.0,3,4.933333333333333,4.9,0.0665832811847938,1.349661105097172,4.89,5.01,0.1200000000000001,"4.9,4.89,5.01","(1a)3730,(1a)c42b,(1a)d2ad",fail,False,False,0.9166666666666611,(1a)d2ad,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
412,56,33,sweet potato culls,proximate,total solids,tackle,oven dry + knife mill (2mm),,% total weight,5.0,3,90.28333333333336,90.32,0.1193035344544824,0.1321434754895504,90.15,90.38,0.2299999999999897,"90.32,90.38,90.15","(1a)3794,(1a)e81a,(1a)ed82",fail,False,False,0.7391304347825872,(1a)ed82,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
413,64,23,grape pomace,proximate,volatile solids,ebony,oven dry + knife mill (2mm),,% total weight,5.0,3,6.253333333333333,6.2,0.3629508690350985,5.804118374761703,5.92,6.64,0.7199999999999998,"6.2,6.64,5.92","(1b)05cf,(1b)0dca,(1b)2201",fail,False,False,0.6111111111111106,(1b)0dca,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
414,64,23,grape pomace,proximate,total solids,ebony,oven dry + knife mill (2mm),,% total weight,5.0,3,87.01,87.08,0.8272242743053378,0.9507232206704264,86.15,87.8,1.6499999999999917,"87.08,86.15,87.8","(1b)3899,(1b)bd1e,(1b)c76a",fail,False,False,0.563636363636362,(1b)bd1e,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
415,64,23,grape pomace,proximate,moisture,ebony,oven dry + knife mill (2mm),,% total weight,5.0,1,2.19,2.19,,,2.19,2.19,0.0,2.19,(1b)4a9f,fail,,,,,,not_applicable_n_out_of_range,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
416,64,23,grape pomace,proximate,ash,ebony,oven dry + knife mill (2mm),,% total weight,5.0,3,6.733333333333333,6.72,0.4601449047129972,6.83383521850986,6.28,7.2,0.92,"7.2,6.28,6.72","(1b)6053,(1b)6d6b,(1b)8f07",fail,False,False,0.5217391304347831,(1b)6053,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
417,35,13,walnut hulls,proximate,ash,energetic,oven dry,,% total weight,23.0,3,25.566666666666663,25.92,0.664630223006247,2.599596700154812,24.8,25.98,1.1799999999999995,"25.98,24.8,25.92","(20)4df9,(20)bd5a,(20)db96",fail,False,False,0.9491525423728824,(20)bd5a,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
418,35,13,walnut hulls,proximate,moisture,energetic,oven dry,,% total weight,23.0,3,6.66,6.66,0.04,0.6006006006006012,6.62,6.7,0.08,"6.66,6.62,6.7","(20)5930,(20)7b34,(20)a041",fail,False,False,0.5,(20)7b34,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
419,35,13,walnut hulls,proximate,volatile solids,energetic,oven dry,,% total weight,23.0,3,67.77666666666667,67.47,0.6653069467045579,0.9816165052445156,67.32,68.54,1.220000000000013,"68.54,67.32,67.47","(20)60db,(20)7a71,(20)7d8e",fail,False,False,0.8770491803278655,(20)60db,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
420,35,13,walnut hulls,proximate,total solids,energetic,oven dry,,% total weight,23.0,3,93.34,93.34,0.0399999999999991,0.0428540818512954,93.3,93.38,0.0799999999999983,"93.38,93.34,93.3","(20)7bfe,(20)e321,(20)e873",fail,False,False,0.5000000000000888,(20)e873,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
421,89,36,peach screening waste,proximate,volatile solids,rushes,as is,,% total weight,10.0,3,2.453333333333333,2.46,0.2300724523564986,9.377953221052932,2.22,2.68,0.4599999999999999,"2.22,2.46,2.68","(23)3d5d,(23)502a,(23)f85f",pass,False,False,0.5217391304347822,(23)3d5d,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
422,89,36,peach screening waste,proximate,moisture,rushes,as is,,% total weight,10.0,3,97.31333333333332,97.32,0.2500666577801472,0.256970601267535,97.06,97.56,0.5,"97.56,97.06,97.32","(23)564c,(23)6951,(23)8788",pass,False,False,0.5199999999999818,(23)6951,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
423,89,36,peach screening waste,proximate,ash,rushes,as is,,% total weight,10.0,3,0.2333333333333333,0.22,0.023094010767585,9.897433186107872,0.22,0.26,0.04,"0.26,0.22,0.22","(23)5b30,(23)ac37,(23)d546",pass,False,False,1.0,(23)5b30,True,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
424,89,36,peach screening waste,proximate,total solids,rushes,as is,,% total weight,10.0,3,2.686666666666667,2.68,0.2500666577801473,9.30769197692856,2.44,2.94,0.5,"2.94,2.44,2.68","(23)77d7,(23)8d59,(23)a636",pass,False,False,0.5199999999999996,(23)77d7,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
425,49,31,almond shells,proximate,ash,tiny,knife mill (2mm),,% total weight,5.0,3,6.453333333333333,6.52,0.4338586559391584,6.723016362693571,5.99,6.85,0.8599999999999994,"6.52,6.85,5.99","(24)00b5,(24)01da,(24)3c8f",pass,False,False,0.6162790697674415,(24)3c8f,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
426,49,31,almond shells,proximate,moisture,tiny,knife mill (2mm),,% total weight,20.0,3,8.736666666666666,8.77,0.1137248140615468,1.3016956970035882,8.61,8.83,0.2200000000000006,"8.61,8.77,8.83","(24)033b,(24)1fd9,(24)c0c3",pass,False,False,0.7272727272727258,(24)033b,False,calculated,not_calculated,ROUT not implemented from scratch during MVP per handoff guardrails; no trusted existing implementation wired up yet.
